,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Marital Status,Common law/livein","Marital Status,Common law/livein,female","Marital Status,Common law/livein,male","Marital Status,Divorced/Separated","Marital Status,Divorced/Separated,female","Marital Status,Divorced/Separated,male","Marital Status,Married","Marital Status,Married,female","Marital Status,Married,male","Marital Status,Single","Marital Status,Single,female","Marital Status,Single,male","Marital Status,Unknown","Marital Status,Unknown,female","Marital Status,Unknown,male","Marital Status,Widowed","Marital Status,Widowed,female","Marital Status,Widowed,male"
286,125.617,7.33161,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,New Malitbog,Panabo City,Stabbing/Hacking,rural,4.46,288,143,144,37,22,15,1095,549,547,1095,498,597,0,0,0,110,83,26
287,125.723,7.115069999999999,29/10/2017,"Sun - Oct 29, 2017",19:00:00,THEFT,Santo Niño,Samal City,Salisi,rural,4.45,147,74,73,18,10,8,538,269,268,497,213,284,0,0,0,58,43,15
288,125.802,7.4435,30/10/2017,"Mon - Oct 30, 2017",0:30:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Mauling,urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
289,125.76899999999999,6.92903,30/10/2017,"Mon - Oct 30, 2017",5:00:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Akyat Bahay),rural,3.96,131,65,65,16,9,7,478,239,239,442,189,253,0,0,0,51,38,13
290,125.771,7.4422,31/10/2017,"Tue - Oct 31, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
291,125.71600000000001,7.079,31/10/2017,"Tue - Oct 31, 2017",19:00:00,Vehicular Traffic Accident,Peñaplata (Pob.),Samal City,Not Indicated,urban,17.42,575,288,287,70,38,32,2104,1054,"1,050","1,944",832,"1,112",2,1,0,226,167,59
292,125.80799999999999,7.4419699999999995,31/10/2017,"Tue - Oct 31, 2017",21:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
293,125.802,7.46046,31/10/2017,"Tue - Oct 31, 2017",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
294,125.801,7.476780000000001,01/11/2017,"Wed - Nov 1, 2017",16:00:00,THEFT,La Filipina,Tagum City,Salisi,urban,11.84,1366,686,680,197,122,75,5050,2534,"2,516","5,421","2,535","2,887",1,1,0,549,423,127
295,125.684,7.3087100000000005,01/11/2017,"Wed - Nov 1, 2017",15:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
296,125.67,7.28683,01/11/2017,"Wed - Nov 1, 2017",17:30:00,THEFT,J.P. Laurel,Panabo City,Salisi,urban,8.93,576,287,289,73,44,29,2194,1099,"1,095","2,193",997,"1,196",1,0,0,220,167,53
297,125.803,7.44227,02/11/2017,"Thu - Nov 2, 2017",0:00:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Shooting,urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
298,125.823,7.43505,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
299,125.824,7.43078,02/11/2017,"Thu - Nov 2, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
300,125.8,7.46088,02/11/2017,"Thu - Nov 2, 2017",9:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
301,125.816,7.43582,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
302,125.68,7.30922,02/11/2017,"Thu - Nov 2, 2017",6:30:00,ROBBERY,San Francisco (Pob.),Panabo City, in an Inhabited House or Edifice for Worship and Private Building,urban,17.46,1127,562,565,143,86,57,4291,2149,"2,142","4,289","1,950","2,338",1,1,0,430,327,104
303,125.816,7.451919999999999,02/11/2017,"Thu - Nov 2, 2017",11:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
304,125.686,7.3056,04/11/2017,"Sat - Nov 4, 2017",19:40:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
305,125.79899999999999,7.44005,04/11/2017,"Sat - Nov 4, 2017",4:30:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
306,125.78399999999999,7.458310000000001,05/11/2017,"Sun - Nov 5, 2017",1:30:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
307,125.811,7.44482,05/11/2017,"Sun - Nov 5, 2017",13:35:00,THEFT,Apokon,Tagum City,Plain Theft,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
308,125.79899999999999,7.46073,05/11/2017,"Sun - Nov 5, 2017",0:50:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
309,125.68299999999999,7.30007,05/11/2017,"Sun - Nov 5, 2017",21:00:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,583,291,292,74,45,29,2219,1111,"1,108","2,218","1,009","1,209",1,0,0,223,169,54
310,125.845,7.47543,05/11/2017,"Sun - Nov 5, 2017",23:45:00,PHYSICAL INJURIES,Magdum,Tagum City,Mauling,urban,7.86,907,455,451,131,81,50,3352,1682,"1,670","3,599","1,682","1,916",0,0,0,365,281,84
311,125.73100000000001,7.03543,06/11/2017,"Mon - Nov 6, 2017",2:30:00,PHYSICAL INJURIES,San Remigio,Samal City,Shooting,rural,6.25,206,103,103,25,14,12,755,378,377,697,298,399,1,0,0,81,60,21
312,125.807,7.45012,07/11/2017,"Tue - Nov 7, 2017",2:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
313,125.811,7.43699,07/11/2017,"Tue - Nov 7, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
314,125.822,7.434010000000001,07/11/2017,"Tue - Nov 7, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
315,125.803,7.4313899999999995,08/11/2017,"Wed - Nov 8, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
316,125.807,7.449389999999999,08/11/2017,"Wed - Nov 8, 2017",14:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
317,125.807,7.4501800000000005,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
318,125.79700000000001,7.42603,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
319,125.81,7.44797,09/11/2017,"Thu - Nov 9, 2017",23:30:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
320,125.807,7.45029,10/11/2017,"Fri - Nov 10, 2017",1:20:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
321,125.81200000000001,7.438039999999999,10/11/2017,"Fri - Nov 10, 2017",4:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
322,125.686,7.3056,11/11/2017,"Sat - Nov 11, 2017",14:34:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
323,125.679,7.29652,11/11/2017,"Sat - Nov 11, 2017",19:00:00,MURDER,Gredu (Pob.),Panabo City,Shooting,urban,22.51,1453,724,729,185,111,73,5532,2770,"2,761","5,529","2,515","3,014",1,1,1,555,421,134
324,125.803,7.45697,12/11/2017,"Sun - Nov 12, 2017",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stoning,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
325,125.825,7.422160000000001,12/11/2017,"Sun - Nov 12, 2017",21:45:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
326,125.80799999999999,7.44837,12/11/2017,"Sun - Nov 12, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
327,125.803,7.45752,12/11/2017,"Sun - Nov 12, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
328,125.79799999999999,7.43618,12/11/2017,"Sun - Nov 12, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,Grave Abuse of Authority,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
329,125.79899999999999,7.43475,12/11/2017,"Sun - Nov 12, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
330,125.772,7.441560000000001,13/11/2017,"Mon - Nov 13, 2017",1:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
331,125.803,7.44705,13/11/2017,"Mon - Nov 13, 2017",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
332,125.74600000000001,6.95178,13/11/2017,"Mon - Nov 13, 2017",15:30:00,PHYSICAL INJURIES,Libertad,Samal City,Shooting,rural,6.81,225,113,112,27,15,13,822,412,410,759,325,434,1,1,0,88,65,23
333,125.59899999999999,7.29811,13/11/2017,"Mon - Nov 13, 2017",15:00:00,MURDER,Kauswagan,Panabo City,Shooting,rural,1.93,125,62,63,16,10,6,474,238,237,474,216,259,0,0,0,48,36,11
334,125.678,7.08731,13/11/2017,"Mon - Nov 13, 2017",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",rural,7.13,236,118,118,29,15,13,862,431,430,796,341,455,1,1,0,92,68,24
335,125.804,7.4584600000000005,14/11/2017,"Tue - Nov 14, 2017",4:49:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
336,125.8,7.43565,15/11/2017,"Wed - Nov 15, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
337,125.804,7.447139999999999,15/11/2017,"Wed - Nov 15, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
338,125.8,7.43475,15/11/2017,"Wed - Nov 15, 2017",19:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
339,125.815,7.453310000000001,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,urban,7.19,829,416,413,120,74,45,3066,1539,"1,528","3,291","1,539","1,753",0,0,0,334,257,77
340,125.803,7.456919999999999,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
341,125.803,7.45786,15/11/2017,"Wed - Nov 15, 2017",9:40:00,ROBBERY,Magugpo West,Tagum City,Hold-Up W/ Gun,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
342,125.805,7.44688,15/11/2017,"Wed - Nov 15, 2017",10:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
343,125.803,7.4573100000000005,16/11/2017,"Thu - Nov 16, 2017",2:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
344,125.801,7.43458,16/11/2017,"Thu - Nov 16, 2017",4:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
345,125.806,7.44965,17/11/2017,"Fri - Nov 17, 2017",9:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold Up,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
346,125.803,7.45765,19/11/2017,"Sun - Nov 19, 2017",1:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
347,125.649,7.303389999999999,19/11/2017,"Sun - Nov 19, 2017",19:10:00,PHYSICAL INJURIES,Little Panay,Panabo City,Stabbing/Hacking,rural,3.31,214,107,107,27,16,11,814,408,406,813,370,444,0,0,0,82,62,20
348,125.801,7.43505,20/11/2017,"Mon - Nov 20, 2017",10:40:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
349,125.695,7.316089999999999,20/11/2017,"Mon - Nov 20, 2017",1:00:00,ROBBERY,San Vicente,Panabo City,In an Uninhabited Place or in a Private Building,urban,19.66,1269,633,637,161,97,64,4832,2420,"2,412","4,829","2,196","2,633",1,1,0,484,368,117
350,125.68700000000001,7.133189999999999,21/11/2017,"Tue - Nov 21, 2017",7:25:00,THEFT,Moncado (Pob.),Samal City,Salisi,rural,10.7,353,177,176,43,23,20,1292,647,645,"1,194",511,683,1,1,0,139,102,36
351,125.791,7.48901,21/11/2017,"Tue - Nov 21, 2017",5:30:00,THEFT,Cuambogan,Tagum City,Salisi,urban,8.16,942,473,469,136,84,52,3482,1747,"1,735","3,738","1,748","1,991",1,0,0,379,291,87
352,125.78,7.45786,21/11/2017,"Tue - Nov 21, 2017",0:45:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
353,125.824,7.42063,22/11/2017,"Wed - Nov 22, 2017",23:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
354,125.8,7.4319,23/11/2017,"Thu - Nov 23, 2017",9:00:00,THEFT,Visayan Village,Tagum City,Plain Theft,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
355,125.809,7.4480699999999995,23/11/2017,"Thu - Nov 23, 2017",19:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
356,125.777,7.46335,24/11/2017,"Fri - Nov 24, 2017",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
357,125.68799999999999,7.3075600000000005,24/11/2017,"Fri - Nov 24, 2017",12:20:00,MURDER,Santo Niño (Pob.),Panabo City,Shooting,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
358,125.819,7.4493100000000005,25/11/2017,"Sat - Nov 25, 2017",21:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
359,125.81700000000001,7.439610000000001,26/11/2017,"Sun - Nov 26, 2017",12:15:00,THEFT,Apokon,Tagum City,Salisi (Akyat Bahay),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
360,125.913,7.520639999999999,26/11/2017,"Sun - Nov 26, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),San Agustin,Tagum City,"Force, Threat and Intimidation",rural,0.86,99,50,49,14,9,5,366,184,182,393,184,209,0,0,0,40,31,9
361,125.81700000000001,7.39041,27/11/2017,"Mon - Nov 27, 2017",22:24:00,PHYSICAL INJURIES,Madaum,Tagum City,Shooting,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
362,125.773,7.46663,28/11/2017,"Tue - Nov 28, 2017",7:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
363,125.803,7.4462,28/11/2017,"Tue - Nov 28, 2017",0:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
364,125.806,7.44765,28/11/2017,"Tue - Nov 28, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Hacking,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
365,125.68299999999999,7.2887,28/11/2017,"Tue - Nov 28, 2017",22:30:00,ROBBERY,Cagangohan,Panabo City,Hold Up,urban,18.74,1210,603,607,154,93,61,4607,2307,"2,300","4,604","2,094","2,510",1,1,0,462,351,111
366,125.755,7.37896,29/11/2017,"Wed - Nov 29, 2017",14:10:00,Vehicular Traffic Accident,Bincungan,Tagum City,Not Indicated,rural,3.25,375,188,187,54,34,21,1387,696,691,"1,489",696,793,0,0,0,151,116,35
367,125.814,7.4558,29/11/2017,"Wed - Nov 29, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,829,416,413,120,74,45,3066,1539,"1,528","3,291","1,539","1,753",0,0,0,334,257,77
368,125.819,7.38973,30/11/2017,"Thu - Nov 30, 2017",15:30:00,PHYSICAL INJURIES,Madaum,Tagum City,Mauling,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
369,125.80799999999999,7.44005,30/11/2017,"Thu - Nov 30, 2017",20:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
370,125.82700000000001,7.4126199999999995,01/12/2017,"Fri - Dec 1, 2017",3:00:00,THEFT,Apokon,Tagum City,Salisi,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
371,125.811,7.416239999999999,01/12/2017,"Fri - Dec 1, 2017",0:25:00,THEFT,Madaum,Tagum City,Applied as Helper,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
372,125.804,7.44992,01/12/2017,"Fri - Dec 1, 2017",19:45:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
373,125.806,7.4485600000000005,01/12/2017,"Fri - Dec 1, 2017",20:25:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold-Up W/ Sharp Object,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
374,125.788,7.45688,01/12/2017,"Fri - Dec 1, 2017",20:55:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
375,125.684,7.30213,02/12/2017,"Sat - Dec 2, 2017",18:15:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
376,125.78299999999999,7.39688,03/12/2017,"Sun - Dec 3, 2017",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
377,125.802,7.45288,04/12/2017,"Mon - Dec 4, 2017",2:32:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
378,125.81,7.4485399999999995,04/12/2017,"Mon - Dec 4, 2017",13:30:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
379,125.803,7.457730000000001,05/12/2017,"Tue - Dec 5, 2017",1:45:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
380,125.804,7.457139999999999,05/12/2017,"Tue - Dec 5, 2017",0:30:00,ROBBERY,Magugpo West,Tagum City,Hold Up,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
381,125.772,7.44318,05/12/2017,"Tue - Dec 5, 2017",20:13:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
382,125.79799999999999,7.4359,05/12/2017,"Tue - Dec 5, 2017",12:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
383,125.685,7.30512,05/12/2017,"Tue - Dec 5, 2017",19:00:00,THEFT,Santo Niño (Pob.),Panabo City,Qualified Theft,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
384,125.803,7.45782,07/12/2017,"Thu - Dec 7, 2017",2:54:00,MURDER,Magugpo West,Tagum City,Shooting,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
385,125.678,7.303780000000001,07/12/2017,"Thu - Dec 7, 2017",8:30:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,urban,17.46,1127,562,565,143,86,57,4291,2149,"2,142","4,289","1,950","2,338",1,1,0,430,327,104
386,125.79899999999999,7.43467,07/12/2017,"Thu - Dec 7, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
387,125.79799999999999,7.4359,07/12/2017,"Thu - Dec 7, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
388,125.685,7.31675,07/12/2017,"Thu - Dec 7, 2017",19:35:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,urban,17.46,1127,562,565,143,86,57,4291,2149,"2,142","4,289","1,950","2,338",1,1,0,430,327,104
389,125.81200000000001,7.44946,07/12/2017,"Thu - Dec 7, 2017",21:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
390,125.79899999999999,7.43607,07/12/2017,"Thu - Dec 7, 2017",18:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
391,125.74700000000001,7.127000000000001,08/12/2017,"Fri - Dec 8, 2017",18:30:00,HOMICIDE,San Antonio,Samal City,Mauling,rural,5.99,198,99,99,24,13,11,724,363,361,669,286,383,1,0,0,78,57,20
