,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Marital Status,Common law/livein","Marital Status,Common law/livein,female","Marital Status,Common law/livein,male","Marital Status,Divorced/Separated","Marital Status,Divorced/Separated,female","Marital Status,Divorced/Separated,male","Marital Status,Married","Marital Status,Married,female","Marital Status,Married,male","Marital Status,Single","Marital Status,Single,female","Marital Status,Single,male","Marital Status,Unknown","Marital Status,Unknown,female","Marital Status,Unknown,male","Marital Status,Widowed","Marital Status,Widowed,female","Marital Status,Widowed,male"
106,125.822,7.43607,28/08/2017,"Mon - Aug 28, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
107,125.806,7.432939999999999,28/08/2017,"Mon - Aug 28, 2017",12:50:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
108,125.81200000000001,7.39728,28/08/2017,"Mon - Aug 28, 2017",21:30:00,HOMICIDE,Madaum,Tagum City,Shooting,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
109,125.806,7.44918,28/08/2017,"Mon - Aug 28, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
110,125.79799999999999,7.46052,29/08/2017,"Tue - Aug 29, 2017",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
111,125.82,7.4504600000000005,30/08/2017,"Wed - Aug 30, 2017",3:00:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
112,125.801,7.45182,30/08/2017,"Wed - Aug 30, 2017",9:00:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
113,125.81200000000001,7.381710000000001,30/08/2017,"Wed - Aug 30, 2017",15:30:00,MURDER,Madaum,Tagum City,Shooting,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
114,125.801,7.4753,30/08/2017,"Wed - Aug 30, 2017",20:45:00,MURDER,La Filipina,Tagum City,Shooting,urban,11.84,1366,686,680,197,122,75,5050,2534,"2,516","5,421","2,535","2,887",1,1,0,549,423,127
115,125.803,7.4485399999999995,31/08/2017,"Thu - Aug 31, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
116,125.82799999999999,7.4222399999999995,31/08/2017,"Thu - Aug 31, 2017",10:00:00,THEFT,Apokon,Tagum City,Bag Snatching,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
117,125.678,7.27655,31/08/2017,"Thu - Aug 31, 2017",21:10:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,576,287,289,73,44,29,2194,1099,"1,095","2,193",997,"1,196",1,0,0,220,167,53
118,125.693,7.3033,31/08/2017,"Thu - Aug 31, 2017",22:45:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
119,125.806,7.44767,31/08/2017,"Thu - Aug 31, 2017",13:47:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
120,125.816,7.38807,31/08/2017,"Thu - Aug 31, 2017",5:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
121,125.816,7.389130000000001,31/08/2017,"Thu - Aug 31, 2017",17:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
122,125.81,7.38015,31/08/2017,"Thu - Aug 31, 2017",5:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
123,125.806,7.45603,01/09/2017,"Fri - Sep 1, 2017",9:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
124,125.79700000000001,7.4345,02/09/2017,"Sat - Sep 2, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
125,125.805,7.441730000000001,02/09/2017,"Sat - Sep 2, 2017",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
126,125.803,7.4503699999999995,03/09/2017,"Sun - Sep 3, 2017",16:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
127,125.824,7.42122,04/09/2017,"Mon - Sep 4, 2017",0:58:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
128,125.76899999999999,6.927239999999999,04/09/2017,"Mon - Sep 4, 2017",7:30:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Others),rural,3.96,131,65,65,16,9,7,478,239,239,442,189,253,0,0,0,51,38,13
129,125.803,7.456460000000001,04/09/2017,"Mon - Sep 4, 2017",3:57:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
130,125.816,7.39186,04/09/2017,"Mon - Sep 4, 2017",18:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,951,478,474,137,85,52,3518,1765,"1,753","3,777","1,766","2,011",1,0,0,383,294,88
131,125.77600000000001,7.4439,04/09/2017,"Mon - Sep 4, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
132,125.633,7.33246,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold-Up W/ Gun,rural,5.23,338,168,170,43,26,17,1286,644,642,"1,286",585,701,0,0,0,129,98,31
133,125.678,7.28672,05/09/2017,"Tue - Sep 5, 2017",18:20:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,urban,18.74,1210,603,607,154,93,61,4607,2307,"2,300","4,604","2,094","2,510",1,1,0,462,351,111
134,125.67299999999999,7.311560000000001,05/09/2017,"Tue - Sep 5, 2017",23:35:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,urban,22.54,1455,725,730,185,112,73,5540,2774,"2,765","5,537","2,518","3,019",1,1,1,555,422,134
135,125.63600000000001,7.332330000000001,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold Up,rural,5.23,338,168,170,43,26,17,1286,644,642,"1,286",585,701,0,0,0,129,98,31
136,125.816,7.43575,06/09/2017,"Wed - Sep 6, 2017",23:50:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
137,125.803,7.4305,06/09/2017,"Wed - Sep 6, 2017",0:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
138,125.818,7.4395,06/09/2017,"Wed - Sep 6, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
139,125.802,7.44057,06/09/2017,"Wed - Sep 6, 2017",23:12:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
140,125.807,7.433860000000001,07/09/2017,"Thu - Sep 7, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
141,125.803,7.4573100000000005,07/09/2017,"Thu - Sep 7, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
142,125.811,7.4462,07/09/2017,"Thu - Sep 7, 2017",3:36:00,ROBBERY,Magugpo Poblacion,Tagum City,Destroying Window,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
143,125.693,7.3173699999999995,07/09/2017,"Thu - Sep 7, 2017",22:45:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,837,417,420,106,64,42,3184,1594,"1,589","3,182","1,447","1,735",1,0,0,319,242,77
144,125.82600000000001,7.44043,08/09/2017,"Fri - Sep 8, 2017",0:20:00,THEFT,Apokon,Tagum City,Salisi (Cellphone),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
145,125.79799999999999,7.477410000000001,08/09/2017,"Fri - Sep 8, 2017",3:00:00,THEFT,La Filipina,Tagum City,Salisi (Akyat Bahay),urban,11.84,1366,686,680,197,122,75,5050,2534,"2,516","5,421","2,535","2,887",1,1,0,549,423,127
146,125.823,7.452260000000001,08/09/2017,"Fri - Sep 8, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
147,125.79899999999999,7.446160000000001,08/09/2017,"Fri - Sep 8, 2017",4:00:00,THEFT,Magugpo South,Tagum City,Salisi (Akyat Bahay),urban,8.33,961,483,479,139,86,53,3554,1784,"1,771","3,816","1,784","2,032",1,0,0,387,298,89
148,125.771,7.4429,09/09/2017,"Sat - Sep 9, 2017",3:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
149,125.818,7.4392,09/09/2017,"Sat - Sep 9, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
150,125.773,7.4435199999999995,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
151,125.804,7.44756,09/09/2017,"Sat - Sep 9, 2017",20:01:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,722,363,359,104,65,40,2670,1340,"1,330","2,866","1,340","1,526",0,0,0,290,223,67
152,125.821,7.4492,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
153,125.803,7.4462,10/09/2017,"Sun - Sep 10, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
154,125.77799999999999,7.46243,10/09/2017,"Sun - Sep 10, 2017",4:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
155,125.819,7.4398800000000005,10/09/2017,"Sun - Sep 10, 2017",22:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
156,125.79299999999999,7.492389999999999,10/09/2017,"Sun - Sep 10, 2017",18:30:00,ROBBERY,Cuambogan,Tagum City,Crowbar/Destroying Lock,urban,8.16,942,473,469,136,84,52,3482,1747,"1,735","3,738","1,748","1,991",1,0,0,379,291,87
157,125.68700000000001,7.06698,11/09/2017,"Mon - Sep 11, 2017",0:00:00,THEFT,Catagman,Samal City,Salisi (Establishment),rural,3.71,122,61,61,15,8,7,448,224,223,413,177,237,0,0,0,48,35,12
158,125.81200000000001,7.44905,11/09/2017,"Mon - Sep 11, 2017",10:35:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
159,125.67200000000001,7.08518,11/09/2017,"Mon - Sep 11, 2017",19:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",rural,7.13,236,118,118,29,15,13,862,431,430,796,341,455,1,1,0,92,68,24
160,125.686,7.305619999999999,11/09/2017,"Mon - Sep 11, 2017",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
161,125.804,7.4320699999999995,12/09/2017,"Tue - Sep 12, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
162,125.789,7.45765,12/09/2017,"Tue - Sep 12, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
163,125.805,7.45097,12/09/2017,"Tue - Sep 12, 2017",15:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
164,125.822,7.4504600000000005,12/09/2017,"Tue - Sep 12, 2017",22:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",urban,11.1,1280,643,637,185,115,70,4734,2375,"2,359","5,082","2,376","2,706",1,1,0,515,396,119
165,125.824,7.42122,13/09/2017,"Wed - Sep 13, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
166,125.802,7.4565,14/09/2017,"Thu - Sep 14, 2017",4:30:00,ROBBERY,Magugpo West,Tagum City,Cellphone Snatching,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
167,125.802,7.47335,14/09/2017,"Thu - Sep 14, 2017",17:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),urban,11.84,1366,686,680,197,122,75,5050,2534,"2,516","5,421","2,535","2,887",1,1,0,549,423,127
168,125.68799999999999,7.131639999999999,15/09/2017,"Fri - Sep 15, 2017",0:25:00,MURDER,Moncado (Pob.),Samal City,Shooting,rural,10.7,353,177,176,43,23,20,1292,647,645,"1,194",511,683,1,1,0,139,102,36
169,125.76,7.051019999999999,16/09/2017,"Sat - Sep 16, 2017",15:10:00,PHYSICAL INJURIES,Tagbay,Samal City,Mauling,rural,4.02,133,66,66,16,9,7,485,243,242,449,192,257,0,0,0,52,39,14
170,125.67,7.3017,16/09/2017,"Sat - Sep 16, 2017",10:32:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,urban,22.54,1455,725,730,185,112,73,5540,2774,"2,765","5,537","2,518","3,019",1,1,1,555,422,134
171,125.681,7.29953,16/09/2017,"Sat - Sep 16, 2017",18:00:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,583,291,292,74,45,29,2219,1111,"1,108","2,218","1,009","1,209",1,0,0,223,169,54
172,125.804,7.44614,16/09/2017,"Sat - Sep 16, 2017",16:05:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
173,125.802,7.46184,16/09/2017,"Sat - Sep 16, 2017",19:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
174,125.81299999999999,7.44505,17/09/2017,"Sun - Sep 17, 2017",3:20:00,Vehicular Traffic Accident,Apokon,Tagum City,Not Indicated,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
175,125.804,7.44905,17/09/2017,"Sun - Sep 17, 2017",12:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
176,125.74700000000001,7.374110000000001,17/09/2017,"Sun - Sep 17, 2017",16:20:00,Vehicular Traffic Accident,Liboganon,Tagum City,Not Indicated,rural,1.75,202,102,101,29,18,11,748,375,373,803,375,427,0,0,0,81,63,19
177,125.805,7.4325399999999995,17/09/2017,"Sun - Sep 17, 2017",22:11:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
178,125.77600000000001,7.44433,18/09/2017,"Mon - Sep 18, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
179,125.803,7.4321399999999995,18/09/2017,"Mon - Sep 18, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
180,125.824,7.4178,18/09/2017,"Mon - Sep 18, 2017",23:03:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
181,125.749,7.12666,18/09/2017,"Mon - Sep 18, 2017",5:00:00,HOMICIDE,San Antonio,Samal City,Stabbing/Hacking,rural,5.99,198,99,99,24,13,11,724,363,361,669,286,383,1,0,0,78,57,20
182,125.82,7.438839999999999,19/09/2017,"Tue - Sep 19, 2017",20:45:00,ROBBERY,Apokon,Tagum City,Snatching,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
183,125.71700000000001,7.07981,19/09/2017,"Tue - Sep 19, 2017",22:40:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,urban,17.42,575,288,287,70,38,32,2104,1054,"1,050","1,944",832,"1,112",2,1,0,226,167,59
184,125.779,7.462289999999999,20/09/2017,"Wed - Sep 20, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
185,125.69,7.3063,20/09/2017,"Wed - Sep 20, 2017",18:30:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,381,190,191,48,29,19,1449,725,723,"1,448",658,789,0,0,0,145,110,35
186,125.80799999999999,7.44535,20/09/2017,"Wed - Sep 20, 2017",23:38:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Forcibly Taken,urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
187,125.804,7.4325399999999995,21/09/2017,"Thu - Sep 21, 2017",7:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
188,125.819,7.44061,21/09/2017,"Thu - Sep 21, 2017",19:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
189,125.775,7.463839999999999,21/09/2017,"Thu - Sep 21, 2017",18:03:00,ROBBERY,Mankilam,Tagum City,Crowbar/Destroying Lock,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
190,125.806,7.44733,21/09/2017,"Thu - Sep 21, 2017",23:30:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,Deprived of Reason or Unconcious (Under the Influence of Liquior),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
191,125.809,7.4389,22/09/2017,"Fri - Sep 22, 2017",12:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
192,125.738,7.039689999999999,22/09/2017,"Fri - Sep 22, 2017",18:40:00,ROBBERY,Del Monte,Samal City,Hold-Up W/ Gun,rural,5.47,181,90,90,22,12,10,661,331,330,610,261,349,0,0,0,71,52,18
193,125.805,7.45367,22/09/2017,"Fri - Sep 22, 2017",23:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
194,125.79799999999999,7.4606699999999995,23/09/2017,"Sat - Sep 23, 2017",1:45:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,1239,622,617,179,111,68,4582,2299,"2,283","4,919","2,300","2,619",1,1,0,499,384,115
195,125.819,7.44067,23/09/2017,"Sat - Sep 23, 2017",4:30:00,ROBBERY,Apokon,Tagum City,Cellphone Snatching,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
196,125.79,7.46305,23/09/2017,"Sat - Sep 23, 2017",11:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Hacking,urban,29.97,3458,1736,1722,500,310,190,12785,6415,"6,370","13,725","6,417","7,308",2,2,0,1391,1070,321
197,125.795,7.42846,23/09/2017,"Sat - Sep 23, 2017",14:30:00,Vehicular Traffic Accident,Visayan Village,Tagum City,Not Indicated,urban,31.0,3576,1796,1781,517,321,196,13223,6635,"6,588","14,195","6,636","7,559",2,2,0,1439,1107,332
198,125.82799999999999,7.42643,24/09/2017,"Sun - Sep 24, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
199,125.773,7.44152,24/09/2017,"Sun - Sep 24, 2017",6:00:00,Vehicular Traffic Accident,San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,1537,772,765,222,138,84,5682,2851,"2,831","6,100","2,852","3,248",1,1,0,618,476,143
200,125.825,7.42075,24/09/2017,"Sun - Sep 24, 2017",18:30:00,ROBBERY,Apokon,Tagum City,Hold Up,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
201,125.824,7.42045,24/09/2017,"Sun - Sep 24, 2017",19:00:00,ROBBERY,Apokon,Tagum City,Hold Up,urban,22.88,2640,1325,1314,381,237,145,9760,4897,"4,862","10,477","4,898","5,579",1,1,0,1062,817,245
202,125.816,7.46192,24/09/2017,"Sun - Sep 24, 2017",22:00:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Mauling,urban,7.19,829,416,413,120,74,45,3066,1539,"1,528","3,291","1,539","1,753",0,0,0,334,257,77
203,125.804,7.44667,24/09/2017,"Sun - Sep 24, 2017",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,281,141,140,41,25,15,1039,521,517,1115,521,594,0,0,0,113,87,26
