,lng,lat,date,customdate,time,crime,barangay,city,modus,weathertime,time_bin,day,Region_x,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb),Sunrise,Sunset,day or night
0,125.80799999999999,7.44808,30/07/2017,"Sun - Jul 30, 2017",16:11:00,Vehicular Traffic Accident,Magugpo Poblacion,Tagum City,Not Indicated,15:00,16:00 - 16:59,Sunday,Tagum City,30/07/2017,15:00,Sunny,30,32,15,NNE,57%,58%,0.1,"1,012",5:31 AM,5:57 PM,day
1,125.803,7.44675,30/07/2017,"Sun - Jul 30, 2017",0:20:00,MURDER,Magugpo Poblacion,Tagum City,Stabbing/Hacking,0:00,00:00 - 00:59,Sunday,Tagum City,30/07/2017,0:00,Partly cloudy,23,25,8,ESE,18%,89%,0.0,"1,013",5:31 AM,5:57 PM,night
2,125.803,7.44897,30/07/2017,"Sun - Jul 30, 2017",0:20:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,0:00,00:00 - 00:59,Sunday,Tagum City,30/07/2017,0:00,Partly cloudy,23,25,8,ESE,18%,89%,0.0,"1,013",5:31 AM,5:57 PM,night
3,125.818,7.45982,30/07/2017,"Sun - Jul 30, 2017",20:50:00,MURDER,Magugpo North,Tagum City,Shooting,18:00,20:00 - 20:59,Sunday,Tagum City,30/07/2017,18:00,Partly cloudy,27,29,13,NNE,1%,66%,0.0,"1,013",5:31 AM,5:57 PM,night
4,125.818,7.460160000000001,30/07/2017,"Sun - Jul 30, 2017",20:50:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Shooting,18:00,20:00 - 20:59,Sunday,Tagum City,30/07/2017,18:00,Partly cloudy,27,29,13,NNE,1%,66%,0.0,"1,013",5:31 AM,5:57 PM,night
5,125.665,7.30998,31/07/2017,"Mon - Jul 31, 2017",12:40:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,12:00,12:00 - 12:59,Monday,Panabo City,31/07/2017,12:00,Partly cloudy,39,51,9,S,9%,52%,0.0,"1,009",5:31 AM,5:57 PM,day
6,125.708,7.099530000000001,31/07/2017,"Mon - Jul 31, 2017",15:00:00,THEFT,Mambago-A,Samal City,Salisi (Cellphone),15:00,15:00 - 15:59,Monday,Samal City,31/07/2017,15:00,Patchy rain possible,37,51,13,SSE,28%,63%,0.1,"1,008",5:31 AM,5:57 PM,day
7,125.804,7.44707,31/07/2017,"Mon - Jul 31, 2017",12:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),12:00,12:00 - 12:59,Monday,Tagum City,31/07/2017,12:00,Patchy rain possible,37,46,6,SSW,10%,47%,0.1,"1,009",5:31 AM,5:57 PM,day
8,125.801,7.4462399999999995,31/07/2017,"Mon - Jul 31, 2017",16:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),15:00,16:00 - 16:59,Monday,Tagum City,31/07/2017,15:00,Patchy rain possible,36,45,8,S,30%,51%,0.2,"1,008",5:31 AM,5:57 PM,day
9,125.8,7.431539999999999,01/08/2017,"Tue - Aug 1, 2017",0:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),0:00,00:00 - 00:59,Tuesday,Tagum City,01/08/2017,0:00,Light rain shower,29,28,1,E,38%,80%,0.5,"1,011",5:31 AM,5:57 PM,night
10,125.675,7.297810000000001,01/08/2017,"Tue - Aug 1, 2017",0:35:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,0:00,00:00 - 00:59,Tuesday,Panabo City,01/08/2017,0:00,Partly cloudy,29,29,1,SSE,41%,79%,0.3,"1,011",5:31 AM,5:57 PM,night
11,125.779,7.3913199999999994,01/08/2017,"Tue - Aug 1, 2017",17:18:00,MURDER,San Isidro,Tagum City,Shooting,15:00,17:00 - 17:59,Tuesday,Tagum City,01/08/2017,15:00,Light rain shower,34,40,8,S,72%,62%,0.7,"1,010",5:31 AM,5:57 PM,day
12,125.804,7.444839999999999,01/08/2017,"Tue - Aug 1, 2017",22:30:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Mauling,21:00,22:00 - 22:59,Tuesday,Tagum City,01/08/2017,21:00,Patchy light drizzle,31,28,3,SE,73%,93%,0.9,"1,011",5:31 AM,5:57 PM,night
13,125.802,7.445010000000001,01/08/2017,"Tue - Aug 1, 2017",16:45:00,THEFT,Magugpo South,Tagum City,Salisi,15:00,16:00 - 16:59,Tuesday,Tagum City,01/08/2017,15:00,Light rain shower,34,40,8,S,72%,62%,0.7,"1,010",5:31 AM,5:57 PM,day
14,125.806,7.446219999999999,01/08/2017,"Tue - Aug 1, 2017",9:40:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,9:00,09:00 - 09:59,Tuesday,Tagum City,01/08/2017,9:00,Patchy rain possible,34,35,3,SSE,46%,70%,0.4,"1,011",5:31 AM,5:57 PM,day
15,125.68,7.28751,02/08/2017,"Wed - Aug 2, 2017",11:30:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,9:00,11:00 - 11:59,Wednesday,Panabo City,02/08/2017,9:00,Partly cloudy,35,38,4,SSE,28%,63%,0.0,"1,010",5:31 AM,5:57 PM,day
16,125.671,7.2965100000000005,02/08/2017,"Wed - Aug 2, 2017",15:35:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,15:00,15:00 - 15:59,Wednesday,Panabo City,02/08/2017,15:00,Light rain shower,36,47,7,S,54%,58%,0.3,"1,008",5:31 AM,5:57 PM,day
17,125.82799999999999,7.4228,02/08/2017,"Wed - Aug 2, 2017",16:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),15:00,16:00 - 16:59,Wednesday,Tagum City,02/08/2017,15:00,Light rain shower,36,44,5,SSW,37%,53%,0.2,"1,008",5:31 AM,5:57 PM,day
18,125.803,7.46735,02/08/2017,"Wed - Aug 2, 2017",20:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),18:00,20:00 - 20:59,Wednesday,Tagum City,02/08/2017,18:00,Patchy rain possible,34,40,3,SSW,52%,69%,0.4,"1,008",5:31 AM,5:57 PM,night
19,125.765,7.44395,03/08/2017,"Thu - Aug 3, 2017",2:30:00,RAPE (Art. 266-A RC & R.A.8353),San Miguel (Camp 4),Tagum City,Not Indicated,0:00,02:00 - 02:59,Thursday,Tagum City,03/08/2017,0:00,Partly cloudy,31,30,3,SE,32%,81%,0.1,"1,009",5:31 AM,5:56 PM,night
20,125.685,7.31493,03/08/2017,"Thu - Aug 3, 2017",21:40:00,MURDER,San Francisco (Pob.),Panabo City,Shooting,21:00,21:00 - 21:59,Thursday,Panabo City,03/08/2017,21:00,Clear,32,35,1,SSE,18%,75%,0.5,"1,009",5:31 AM,5:56 PM,night
21,125.802,7.4595199999999995,03/08/2017,"Thu - Aug 3, 2017",4:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),3:00,04:00 - 04:59,Thursday,Tagum City,03/08/2017,3:00,Clear,32,26,3,SE,19%,82%,0.0,"1,008",5:31 AM,5:56 PM,night
22,125.773,7.46944,05/08/2017,"Sat - Aug 5, 2017",0:30:00,RAPE (Art. 266-A RC & R.A.8353),Mankilam,Tagum City,Not Indicated,0:00,00:00 - 00:59,Saturday,Tagum City,05/08/2017,0:00,Light drizzle,31,30,1,ENE,77%,82%,0.5,"1,011",5:31 AM,5:56 PM,night
23,125.81200000000001,7.39756,05/08/2017,"Sat - Aug 5, 2017",16:30:00,THEFT,La Filipina,Tagum City,Salisi,15:00,16:00 - 16:59,Saturday,Tagum City,05/08/2017,15:00,Moderate or heavy rain shower,37,44,7,SSW,55%,59%,2.2,"1,009",5:31 AM,5:56 PM,day
24,125.809,7.381130000000001,06/08/2017,"Sun - Aug 6, 2017",21:48:00,MURDER,Madaum,Tagum City,Shooting,21:00,21:00 - 21:59,Sunday,Tagum City,06/08/2017,21:00,Patchy rain possible,33,30,4,S,36%,81%,0.8,"1,011",5:31 AM,5:56 PM,night
25,125.639,7.28525,07/08/2017,"Mon - Aug 7, 2017",10:30:00,THEFT,Kiotoy,Panabo City,Salisi (Others),9:00,10:00 - 10:59,Monday,Panabo City,07/08/2017,9:00,Sunny,35,39,5,S,0%,63%,0.0,"1,012",5:31 AM,5:55 PM,day
26,125.79700000000001,7.44712,07/08/2017,"Mon - Aug 7, 2017",11:15:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,9:00,11:00 - 11:59,Monday,Tagum City,07/08/2017,9:00,Sunny,36,41,4,SW,17%,61%,0.0,"1,012",5:31 AM,5:55 PM,day
27,125.804,7.443510000000001,07/08/2017,"Mon - Aug 7, 2017",20:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),18:00,20:00 - 20:59,Monday,Tagum City,07/08/2017,18:00,Clear,34,37,9,SSW,29%,68%,0.2,"1,010",5:31 AM,5:55 PM,night
28,125.774,7.4669,08/08/2017,"Tue - Aug 8, 2017",0:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),0:00,00:00 - 00:59,Tuesday,Tagum City,08/08/2017,0:00,Clear,32,29,2,SSE,0%,86%,0.0,"1,012",5:31 AM,5:55 PM,night
29,125.836,7.416689999999999,08/08/2017,"Tue - Aug 8, 2017",17:05:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),15:00,17:00 - 17:59,Tuesday,Tagum City,08/08/2017,15:00,Patchy rain possible,36,44,9,SSW,45%,55%,0.5,"1,010",5:31 AM,5:55 PM,day
30,125.681,7.29955,08/08/2017,"Tue - Aug 8, 2017",17:00:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Stoning,15:00,17:00 - 17:59,Tuesday,Panabo City,08/08/2017,15:00,Sunny,36,44,13,S,0%,56%,0.0,"1,010",5:31 AM,5:55 PM,day
31,125.772,7.46475,09/08/2017,"Wed - Aug 9, 2017",3:54:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),3:00,03:00 - 03:59,Wednesday,Tagum City,09/08/2017,3:00,Clear,32,25,2,NE,11%,88%,0.3,"1,011",5:31 AM,5:55 PM,night
32,125.779,7.3899,09/08/2017,"Wed - Aug 9, 2017",3:00:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,Not Indicated,3:00,03:00 - 03:59,Wednesday,Tagum City,09/08/2017,3:00,Clear,32,25,2,NE,11%,88%,0.3,"1,011",5:31 AM,5:55 PM,night
33,125.615,7.336760000000001,09/08/2017,"Wed - Aug 9, 2017",8:00:00,MURDER,New Malitbog,Panabo City,Shooting,6:00,08:00 - 08:59,Wednesday,Panabo City,09/08/2017,6:00,Sunny,34,29,3,ESE,0%,79%,0.0,"1,012",5:31 AM,5:55 PM,day
34,125.8,7.47628,09/08/2017,"Wed - Aug 9, 2017",4:00:00,ROBBERY,La Filipina,Tagum City,Hold-Up W/ Sharp Object,3:00,04:00 - 04:59,Wednesday,Tagum City,09/08/2017,3:00,Clear,32,25,2,NE,11%,88%,0.3,"1,011",5:31 AM,5:55 PM,night
35,125.61399999999999,7.33484,09/08/2017,"Wed - Aug 9, 2017",13:45:00,PHYSICAL INJURIES,New Malitbog,Panabo City,Mauling,12:00,13:00 - 13:59,Wednesday,Panabo City,09/08/2017,12:00,Sunny,38,46,5,S,0%,46%,0.0,"1,010",5:31 AM,5:55 PM,day
36,125.822,7.43005,09/08/2017,"Wed - Aug 9, 2017",3:30:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,3:00,03:00 - 03:59,Wednesday,Tagum City,09/08/2017,3:00,Clear,32,25,2,NE,11%,88%,0.3,"1,011",5:31 AM,5:55 PM,night
37,125.805,7.45005,09/08/2017,"Wed - Aug 9, 2017",8:20:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,6:00,08:00 - 08:59,Wednesday,Tagum City,09/08/2017,6:00,Sunny,35,29,2,SE,0%,80%,0.0,"1,012",5:31 AM,5:55 PM,day
38,125.667,7.273689999999999,11/08/2017,"Fri - Aug 11, 2017",14:50:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,12:00,14:00 - 14:59,Friday,Panabo City,11/08/2017,12:00,Sunny,38,46,4,SSE,0%,46%,0.0,"1,010",5:31 AM,5:54 PM,day
39,125.73200000000001,7.08264,12/08/2017,"Sat - Aug 12, 2017",21:11:00,Drug Related Incident (RA 9165),Licup,Samal City,Not Indicated,21:00,21:00 - 21:59,Saturday,Samal City,12/08/2017,21:00,Patchy rain possible,32,31,10,S,15%,78%,1.2,"1,011",5:31 AM,5:54 PM,night
40,125.70700000000001,7.292489999999999,12/08/2017,"Sat - Aug 12, 2017",21:10:00,THEFT,San Pedro,Panabo City,Salisi,21:00,21:00 - 21:59,Saturday,Panabo City,12/08/2017,21:00,Patchy rain possible,32,32,8,S,21%,81%,0.6,"1,011",5:31 AM,5:54 PM,night
41,125.77600000000001,7.462219999999999,12/08/2017,"Sat - Aug 12, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),6:00,06:00 - 06:59,Saturday,Tagum City,12/08/2017,6:00,Sunny,34,29,1,E,0%,78%,0.0,"1,011",5:31 AM,5:54 PM,day
42,125.81200000000001,7.44233,12/08/2017,"Sat - Aug 12, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),6:00,06:00 - 06:59,Saturday,Tagum City,12/08/2017,6:00,Sunny,34,29,1,E,0%,78%,0.0,"1,011",5:31 AM,5:54 PM,day
43,125.804,7.4577800000000005,13/08/2017,"Sun - Aug 13, 2017",7:30:00,ROBBERY,Magugpo West,Tagum City,Crowbar/Destroying Lock,6:00,07:00 - 07:59,Sunday,Tagum City,13/08/2017,6:00,Sunny,34,29,3,SSE,0%,83%,0.0,"1,011",5:31 AM,5:53 PM,day
44,125.818,7.452139999999999,13/08/2017,"Sun - Aug 13, 2017",11:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Hacking,9:00,11:00 - 11:59,Sunday,Tagum City,13/08/2017,9:00,Sunny,36,38,5,SSW,0%,60%,0.0,"1,011",5:31 AM,5:53 PM,day
45,125.686,7.3062,13/08/2017,"Sun - Aug 13, 2017",17:50:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,15:00,17:00 - 17:59,Sunday,Panabo City,13/08/2017,15:00,Sunny,36,43,12,S,0%,50%,0.0,"1,009",5:31 AM,5:53 PM,day
46,125.67,7.283189999999999,13/08/2017,"Sun - Aug 13, 2017",21:30:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,21:00,21:00 - 21:59,Sunday,Panabo City,13/08/2017,21:00,Clear,32,34,7,S,0%,78%,0.0,"1,011",5:31 AM,5:53 PM,night
47,125.803,7.45005,13/08/2017,"Sun - Aug 13, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,21:00,22:00 - 22:59,Sunday,Tagum City,13/08/2017,21:00,Patchy rain possible,32,32,4,S,17%,79%,0.5,"1,011",5:31 AM,5:53 PM,night
48,125.773,7.44435,13/08/2017,"Sun - Aug 13, 2017",19:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,18:00,19:00 - 19:59,Sunday,Tagum City,13/08/2017,18:00,Patchy rain possible,34,38,9,S,16%,62%,0.4,"1,010",5:31 AM,5:53 PM,night
49,125.79700000000001,7.452369999999999,13/08/2017,"Sun - Aug 13, 2017",23:00:00,ROBBERY,Magugpo East,Tagum City,Hold-Up W/ Sharp Object,21:00,23:00 - 23:59,Sunday,Tagum City,13/08/2017,21:00,Patchy rain possible,32,32,4,S,17%,79%,0.5,"1,011",5:31 AM,5:53 PM,night
50,125.73299999999999,7.08245,14/08/2017,"Mon - Aug 14, 2017",10:00:00,MURDER,Licup,Samal City,Shooting,9:00,10:00 - 10:59,Monday,Samal City,14/08/2017,9:00,Sunny,35,39,4,E,0%,62%,0.0,"1,011",5:31 AM,5:53 PM,day
51,125.588,7.3086199999999995,14/08/2017,"Mon - Aug 14, 2017",12:00:00,THEFT,Kauswagan,Panabo City,Salisi,12:00,12:00 - 12:59,Monday,Panabo City,14/08/2017,12:00,Sunny,37,43,9,S,0%,47%,0.0,"1,010",5:31 AM,5:53 PM,day
52,125.771,6.9161600000000005,14/08/2017,"Mon - Aug 14, 2017",6:00:00,THEFT,San Remigio,Samal City,Salisi (Establishment),6:00,06:00 - 06:59,Monday,Samal City,14/08/2017,6:00,Sunny,34,31,4,W,0%,77%,0.0,"1,011",5:31 AM,5:53 PM,day
53,125.805,7.44384,15/08/2017,"Tue - Aug 15, 2017",0:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,0:00,00:00 - 00:59,Tuesday,Tagum City,15/08/2017,0:00,Clear,26,29,1,ESE,15%,84%,0.4,"1,011",5:31 AM,5:53 PM,night
54,125.77600000000001,7.46214,15/08/2017,"Tue - Aug 15, 2017",12:30:00,Drug Related Incident (RA 9165),Mankilam,Tagum City,Not Indicated,12:00,12:00 - 12:59,Tuesday,Tagum City,15/08/2017,12:00,Light rain shower,34,34,3,ESE,54%,82%,2.3,"1,010",5:31 AM,5:53 PM,day
55,125.80799999999999,7.43543,15/08/2017,"Tue - Aug 15, 2017",16:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,15:00,16:00 - 16:59,Tuesday,Tagum City,15/08/2017,15:00,Light rain shower,33,43,4,NW,46%,66%,1.2,"1,009",5:31 AM,5:53 PM,day
56,125.67200000000001,7.328310000000001,15/08/2017,"Tue - Aug 15, 2017",16:30:00,Drug Related Incident (RA 9165),Quezon,Panabo City,Not Indicated,15:00,16:00 - 16:59,Tuesday,Panabo City,15/08/2017,15:00,Partly cloudy,34,43,7,NNW,34%,61%,0.1,"1,009",5:31 AM,5:53 PM,day
57,125.671,7.3282,15/08/2017,"Tue - Aug 15, 2017",16:30:00,Drug Related Incident (RA 9165),Quezon,Panabo City,Not Indicated,15:00,16:00 - 16:59,Tuesday,Panabo City,15/08/2017,15:00,Partly cloudy,34,43,7,NNW,34%,61%,0.1,"1,009",5:31 AM,5:53 PM,day
58,125.773,7.46656,15/08/2017,"Tue - Aug 15, 2017",20:00:00,RAPE (Art. 266-A RC & R.A.8353),Mankilam,Tagum City,Not Indicated,18:00,20:00 - 20:59,Tuesday,Tagum City,15/08/2017,18:00,Patchy rain possible,32,38,2,WSW,42%,71%,1.7,"1,009",5:31 AM,5:53 PM,night
59,125.806,7.43307,16/08/2017,"Wed - Aug 16, 2017",2:38:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),0:00,02:00 - 02:59,Wednesday,Tagum City,16/08/2017,0:00,Patchy light drizzle,31,28,1,SE,58%,82%,0.9,"1,010",5:31 AM,5:52 PM,night
60,125.79899999999999,7.46041,16/08/2017,"Wed - Aug 16, 2017",14:00:00,THEFT,Magugpo West,Tagum City,Salisi,12:00,14:00 - 14:59,Wednesday,Tagum City,16/08/2017,12:00,Light rain shower,38,45,4,SW,43%,45%,0.3,"1,008",5:31 AM,5:52 PM,day
61,125.818,7.4508,16/08/2017,"Wed - Aug 16, 2017",18:40:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,18:00,18:00 - 18:59,Wednesday,Tagum City,16/08/2017,18:00,Patchy rain possible,35,39,4,S,40%,66%,0.8,"1,008",5:31 AM,5:52 PM,night
62,125.811,7.4352100000000005,16/08/2017,"Wed - Aug 16, 2017",19:30:00,MURDER,Visayan Village,Tagum City,Shooting,18:00,19:00 - 19:59,Wednesday,Tagum City,16/08/2017,18:00,Patchy rain possible,35,39,4,S,40%,66%,0.8,"1,008",5:31 AM,5:52 PM,night
63,125.68299999999999,7.30041,16/08/2017,"Wed - Aug 16, 2017",4:30:00,THEFT,New Pandan (Pob.),Panabo City,Salisi (Establishment),3:00,04:00 - 04:59,Wednesday,Panabo City,16/08/2017,3:00,Partly cloudy,32,26,3,NNW,56%,79%,0.0,"1,009",5:31 AM,5:52 PM,night
64,125.803,7.4313899999999995,17/08/2017,"Thu - Aug 17, 2017",18:34:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,18:00,18:00 - 18:59,Thursday,Tagum City,17/08/2017,18:00,Patchy rain possible,35,40,6,S,26%,62%,0.7,"1,008",5:31 AM,5:52 PM,night
65,125.79899999999999,7.46108,17/08/2017,"Thu - Aug 17, 2017",13:00:00,THEFT,Magugpo West,Tagum City,Salisi,12:00,13:00 - 13:59,Thursday,Tagum City,17/08/2017,12:00,Sunny,39,45,3,WSW,0%,41%,0.0,"1,008",5:31 AM,5:52 PM,day
66,125.805,7.447430000000001,17/08/2017,"Thu - Aug 17, 2017",7:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,6:00,07:00 - 07:59,Thursday,Tagum City,17/08/2017,6:00,Sunny,35,29,1,ESE,0%,79%,0.0,"1,010",5:31 AM,5:52 PM,day
67,125.818,7.43929,18/08/2017,"Fri - Aug 18, 2017",17:30:00,PHYSICAL INJURIES,Apokon,Tagum City,Mauling,15:00,17:00 - 17:59,Friday,Tagum City,18/08/2017,15:00,Patchy rain possible,38,45,4,S,35%,44%,0.3,"1,008",5:31 AM,5:52 PM,day
68,125.824,7.4938199999999995,19/08/2017,"Sat - Aug 19, 2017",17:25:00,PHYSICAL INJURIES,Cuambogan,Tagum City,Shooting,15:00,17:00 - 17:59,Saturday,Tagum City,19/08/2017,15:00,Patchy rain possible,36,44,6,S,36%,53%,0.9,"1,008",5:31 AM,5:51 PM,day
69,125.736,7.040030000000001,19/08/2017,"Sat - Aug 19, 2017",22:00:00,PHYSICAL INJURIES,Del Monte,Samal City,Hacking,21:00,22:00 - 22:59,Saturday,Samal City,19/08/2017,21:00,Partly cloudy,33,35,5,WSW,27%,70%,0.0,"1,010",5:31 AM,5:51 PM,night
70,125.677,7.29904,19/08/2017,"Sat - Aug 19, 2017",21:10:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,21:00,21:00 - 21:59,Saturday,Panabo City,19/08/2017,21:00,Clear,33,33,2,SW,0%,71%,0.1,"1,010",5:31 AM,5:51 PM,night
71,125.758,7.06882,19/08/2017,"Sat - Aug 19, 2017",8:00:00,RAPE (Art. 266-A RC & R.A.8353),Guilon,Samal City,"Force, Threat and Intimidation",6:00,08:00 - 08:59,Saturday,Samal City,19/08/2017,6:00,Sunny,34,32,3,W,17%,71%,0.0,"1,010",5:31 AM,5:51 PM,day
72,125.8,7.458819999999999,20/08/2017,"Sun - Aug 20, 2017",2:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,0:00,02:00 - 02:59,Sunday,Tagum City,20/08/2017,0:00,Clear,31,28,2,E,13%,79%,0.2,"1,010",5:31 AM,5:51 PM,night
73,125.801,7.43337,20/08/2017,"Sun - Aug 20, 2017",7:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,6:00,07:00 - 07:59,Sunday,Tagum City,20/08/2017,6:00,Partly cloudy,34,29,2,ESE,28%,72%,0.0,"1,009",5:31 AM,5:51 PM,day
74,125.78299999999999,7.45982,20/08/2017,"Sun - Aug 20, 2017",15:20:00,Drug Related Incident (RA 9165),Mankilam,Tagum City,Not Indicated,15:00,15:00 - 15:59,Sunday,Tagum City,20/08/2017,15:00,Sunny,36,43,8,S,0%,47%,0.1,"1,007",5:31 AM,5:51 PM,day
75,125.804,7.44448,20/08/2017,"Sun - Aug 20, 2017",20:47:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,18:00,20:00 - 20:59,Sunday,Tagum City,20/08/2017,18:00,Clear,34,39,7,S,0%,60%,0.1,"1,007",5:31 AM,5:51 PM,night
76,125.79899999999999,7.46046,20/08/2017,"Sun - Aug 20, 2017",2:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,0:00,02:00 - 02:59,Sunday,Tagum City,20/08/2017,0:00,Clear,31,28,2,E,13%,79%,0.2,"1,010",5:31 AM,5:51 PM,night
77,125.81200000000001,7.455710000000001,20/08/2017,"Sun - Aug 20, 2017",15:45:00,THEFT,Magugpo North,Tagum City,Salisi,15:00,15:00 - 15:59,Sunday,Tagum City,20/08/2017,15:00,Sunny,36,43,8,S,0%,47%,0.1,"1,007",5:31 AM,5:51 PM,day
78,125.8,7.47763,21/08/2017,"Mon - Aug 21, 2017",7:42:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),6:00,07:00 - 07:59,Monday,Tagum City,21/08/2017,6:00,Sunny,33,28,3,SSE,0%,75%,0.1,"1,008",5:31 AM,5:50 PM,day
79,125.785,7.41445,21/08/2017,"Mon - Aug 21, 2017",18:40:00,THEFT,Canocotan,Tagum City,Cable/Electric Meter,18:00,18:00 - 18:59,Monday,Tagum City,21/08/2017,18:00,Clear,34,39,8,S,0%,61%,0.0,"1,007",5:31 AM,5:50 PM,night
80,125.666,7.27338,22/08/2017,"Tue - Aug 22, 2017",16:05:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,15:00,16:00 - 16:59,Tuesday,Panabo City,22/08/2017,15:00,Sunny,35,42,14,SSE,0%,61%,0.0,"1,007",5:31 AM,5:50 PM,day
81,125.822,7.43584,22/08/2017,"Tue - Aug 22, 2017",11:30:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,9:00,11:00 - 11:59,Tuesday,Tagum City,22/08/2017,9:00,Partly cloudy,34,38,8,S,27%,66%,0.1,"1,009",5:31 AM,5:50 PM,day
82,125.804,7.4314800000000005,22/08/2017,"Tue - Aug 22, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,With Violence Against or Intimidation of Persons,3:00,05:00 - 05:59,Tuesday,Tagum City,22/08/2017,3:00,Patchy rain possible,31,27,4,S,27%,83%,0.4,"1,008",5:31 AM,5:50 PM,night
83,125.818,7.4489,22/08/2017,"Tue - Aug 22, 2017",16:30:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,15:00,16:00 - 16:59,Tuesday,Tagum City,22/08/2017,15:00,Patchy rain possible,34,41,11,S,8%,56%,0.1,"1,007",5:31 AM,5:50 PM,day
84,125.801,7.4362,22/08/2017,"Tue - Aug 22, 2017",18:39:00,HOMICIDE,Visayan Village,Tagum City,Shooting,18:00,18:00 - 18:59,Tuesday,Tagum City,22/08/2017,18:00,Patchy rain possible,33,38,9,S,26%,71%,0.2,"1,009",5:31 AM,5:50 PM,night
85,125.802,7.427110000000001,22/08/2017,"Tue - Aug 22, 2017",19:00:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Stabbing/Hacking,18:00,19:00 - 19:59,Tuesday,Tagum City,22/08/2017,18:00,Patchy rain possible,33,38,9,S,26%,71%,0.2,"1,009",5:31 AM,5:50 PM,night
