,lng,lat,date,customdate,time,crime,barangay,city,modus,weathertime,time_bin,day,Region_x,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb),Sunrise,Sunset,day or night
86,125.805,7.4466,23/08/2017,"Wed - Aug 23, 2017",15:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),15:00,15:00 - 15:59,Wednesday,Tagum City,23/08/2017,15:00,Light rain shower,35,41,7,S,66%,58%,0.9,"1,010",5:31 AM,5:49 PM,day
87,125.814,7.456160000000001,23/08/2017,"Wed - Aug 23, 2017",22:00:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,21:00,22:00 - 22:59,Wednesday,Tagum City,23/08/2017,21:00,Patchy rain possible,32,29,3,WNW,45%,81%,1.2,"1,012",5:31 AM,5:49 PM,night
88,125.795,7.456580000000001,23/08/2017,"Wed - Aug 23, 2017",19:25:00,MURDER,Mankilam,Tagum City,Shooting,18:00,19:00 - 19:59,Wednesday,Tagum City,23/08/2017,18:00,Light rain shower,33,35,4,SSW,59%,74%,1.3,"1,010",5:31 AM,5:49 PM,night
89,125.65899999999999,7.321560000000001,23/08/2017,"Wed - Aug 23, 2017",17:00:00,Drug Related Incident (RA 9165),Datu Abdul Dadia,Panabo City,Not Indicated,15:00,17:00 - 17:59,Wednesday,Panabo City,23/08/2017,15:00,Partly cloudy,36,44,12,S,46%,57%,0.0,"1,010",5:31 AM,5:49 PM,day
90,125.78299999999999,7.4626,24/08/2017,"Thu - Aug 24, 2017",8:50:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,6:00,08:00 - 08:59,Thursday,Tagum City,24/08/2017,6:00,Patchy rain possible,33,28,4,NNE,40%,80%,0.1,"1,012",5:31 AM,5:49 PM,day
91,125.588,7.3976,24/08/2017,"Thu - Aug 24, 2017",9:30:00,PHYSICAL INJURIES,A. O. Floirendo,Panabo City,Mauling,9:00,09:00 - 09:59,Thursday,Panabo City,24/08/2017,9:00,Partly cloudy,36,39,6,NNE,33%,60%,0.1,"1,012",5:31 AM,5:49 PM,day
92,125.81700000000001,7.46005,25/08/2017,"Fri - Aug 25, 2017",7:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),6:00,07:00 - 07:59,Friday,Tagum City,25/08/2017,6:00,Sunny,34,29,1,ESE,0%,80%,0.1,"1,010",5:31 AM,5:48 PM,day
93,125.75200000000001,7.091989999999999,25/08/2017,"Fri - Aug 25, 2017",0:30:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,0:00,00:00 - 00:59,Friday,Samal City,25/08/2017,0:00,Partly cloudy,31,28,4,WSW,29%,76%,0.2,"1,011",5:31 AM,5:48 PM,night
94,125.80799999999999,7.448119999999999,25/08/2017,"Fri - Aug 25, 2017",14:30:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,12:00,14:00 - 14:59,Friday,Tagum City,25/08/2017,12:00,Patchy rain possible,37,44,4,SSW,17%,46%,0.5,"1,009",5:31 AM,5:48 PM,day
95,125.789,7.422689999999999,25/08/2017,"Fri - Aug 25, 2017",16:35:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,15:00,16:00 - 16:59,Friday,Tagum City,25/08/2017,15:00,Patchy rain possible,36,44,8,S,20%,52%,1.1,"1,008",5:31 AM,5:48 PM,day
96,125.835,7.47107,26/08/2017,"Sat - Aug 26, 2017",1:00:00,THEFT,Magdum,Tagum City,Plain Theft,0:00,01:00 - 01:59,Saturday,Tagum City,26/08/2017,0:00,Clear,31,30,1,ESE,0%,86%,0.1,"1,010",5:31 AM,5:48 PM,night
97,125.803,7.41748,26/08/2017,"Sat - Aug 26, 2017",9:04:00,MURDER,Visayan Village,Tagum City,Shooting,9:00,09:00 - 09:59,Saturday,Tagum City,26/08/2017,9:00,Patchy rain possible,35,38,4,SW,11%,57%,0.1,"1,010",5:31 AM,5:48 PM,day
98,125.686,7.306260000000001,26/08/2017,"Sat - Aug 26, 2017",11:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,9:00,11:00 - 11:59,Saturday,Panabo City,26/08/2017,9:00,Sunny,35,40,5,S,0%,59%,0.0,"1,010",5:31 AM,5:48 PM,day
99,125.822,7.4168,27/08/2017,"Sun - Aug 27, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),3:00,04:00 - 04:59,Sunday,Tagum City,27/08/2017,3:00,Clear,31,25,1,ENE,11%,87%,0.4,"1,010",5:31 AM,5:48 PM,night
100,125.757,6.92391,27/08/2017,"Sun - Aug 27, 2017",21:00:00,PHYSICAL INJURIES,Libertad,Samal City,Hacking,21:00,21:00 - 21:59,Sunday,Samal City,27/08/2017,21:00,Patchy rain possible,32,33,5,WSW,24%,75%,0.7,"1,010",5:31 AM,5:48 PM,night
101,125.806,7.4419699999999995,27/08/2017,"Sun - Aug 27, 2017",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,3:00,03:00 - 03:59,Sunday,Tagum City,27/08/2017,3:00,Clear,31,25,1,ENE,11%,87%,0.4,"1,010",5:31 AM,5:48 PM,night
102,125.805,7.44716,27/08/2017,"Sun - Aug 27, 2017",21:05:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,21:00,21:00 - 21:59,Sunday,Tagum City,27/08/2017,21:00,Patchy rain possible,31,32,3,SE,31%,80%,1.4,"1,010",5:31 AM,5:48 PM,night
103,125.81299999999999,7.457839999999999,27/08/2017,"Sun - Aug 27, 2017",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),21:00,22:00 - 22:59,Sunday,Tagum City,27/08/2017,21:00,Patchy rain possible,31,32,3,SE,31%,80%,1.4,"1,010",5:31 AM,5:48 PM,night
104,125.78200000000001,7.46088,27/08/2017,"Sun - Aug 27, 2017",23:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,21:00,23:00 - 23:59,Sunday,Tagum City,27/08/2017,21:00,Patchy rain possible,31,32,3,SE,31%,80%,1.4,"1,010",5:31 AM,5:48 PM,night
105,125.78399999999999,7.458239999999999,27/08/2017,"Sun - Aug 27, 2017",23:00:00,THEFT,Mankilam,Tagum City,Salisi (Establishment),21:00,23:00 - 23:59,Sunday,Tagum City,27/08/2017,21:00,Patchy rain possible,31,32,3,SE,31%,80%,1.4,"1,010",5:31 AM,5:48 PM,night
106,125.822,7.43607,28/08/2017,"Mon - Aug 28, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,3:00,03:00 - 03:59,Monday,Tagum City,28/08/2017,3:00,Patchy rain possible,31,25,2,NE,48%,84%,0.4,"1,009",5:30 AM,5:47 PM,night
107,125.806,7.432939999999999,28/08/2017,"Mon - Aug 28, 2017",12:50:00,MURDER,Visayan Village,Tagum City,Shooting,12:00,12:00 - 12:59,Monday,Tagum City,28/08/2017,12:00,Patchy rain possible,40,46,3,NE,47%,46%,0.2,"1,009",5:30 AM,5:47 PM,day
108,125.81200000000001,7.39728,28/08/2017,"Mon - Aug 28, 2017",21:30:00,HOMICIDE,Madaum,Tagum City,Shooting,21:00,21:00 - 21:59,Monday,Tagum City,28/08/2017,21:00,Patchy rain possible,32,36,5,S,18%,77%,0.5,"1,008",5:30 AM,5:47 PM,night
109,125.806,7.44918,28/08/2017,"Mon - Aug 28, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),21:00,21:00 - 21:59,Monday,Tagum City,28/08/2017,21:00,Patchy rain possible,32,36,5,S,18%,77%,0.5,"1,008",5:30 AM,5:47 PM,night
110,125.79799999999999,7.46052,29/08/2017,"Tue - Aug 29, 2017",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),0:00,02:00 - 02:59,Tuesday,Tagum City,29/08/2017,0:00,Clear,31,31,3,SSE,11%,84%,0.4,"1,008",5:30 AM,5:47 PM,night
111,125.82,7.4504600000000005,30/08/2017,"Wed - Aug 30, 2017",3:00:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),3:00,03:00 - 03:59,Wednesday,Tagum City,30/08/2017,3:00,Clear,31,27,5,S,0%,85%,0.0,"1,009",5:30 AM,5:46 PM,night
112,125.801,7.45182,30/08/2017,"Wed - Aug 30, 2017",9:00:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,9:00,09:00 - 09:59,Wednesday,Tagum City,30/08/2017,9:00,Sunny,35,37,11,S,0%,59%,0.0,"1,010",5:30 AM,5:46 PM,day
113,125.81200000000001,7.381710000000001,30/08/2017,"Wed - Aug 30, 2017",15:30:00,MURDER,Madaum,Tagum City,Shooting,15:00,15:00 - 15:59,Wednesday,Tagum City,30/08/2017,15:00,Sunny,35,41,13,S,0%,52%,0.1,"1,008",5:30 AM,5:46 PM,day
114,125.801,7.4753,30/08/2017,"Wed - Aug 30, 2017",20:45:00,MURDER,La Filipina,Tagum City,Shooting,18:00,20:00 - 20:59,Wednesday,Tagum City,30/08/2017,18:00,Clear,34,37,9,S,0%,67%,0.1,"1,009",5:30 AM,5:46 PM,night
115,125.803,7.4485399999999995,31/08/2017,"Thu - Aug 31, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Thursday,Tagum City,31/08/2017,3:00,Clear,31,26,3,S,0%,84%,0.0,"1,011",5:30 AM,5:46 PM,night
116,125.82799999999999,7.4222399999999995,31/08/2017,"Thu - Aug 31, 2017",10:00:00,THEFT,Apokon,Tagum City,Bag Snatching,9:00,10:00 - 10:59,Thursday,Tagum City,31/08/2017,9:00,Sunny,36,38,8,SSW,0%,59%,0.0,"1,011",5:30 AM,5:46 PM,day
117,125.678,7.27655,31/08/2017,"Thu - Aug 31, 2017",21:10:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,21:00,21:00 - 21:59,Thursday,Panabo City,31/08/2017,21:00,Clear,32,34,6,SSE,0%,81%,0.0,"1,011",5:30 AM,5:46 PM,night
118,125.693,7.3033,31/08/2017,"Thu - Aug 31, 2017",22:45:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,21:00,22:00 - 22:59,Thursday,Panabo City,31/08/2017,21:00,Clear,32,34,6,SSE,0%,81%,0.0,"1,011",5:30 AM,5:46 PM,night
119,125.806,7.44767,31/08/2017,"Thu - Aug 31, 2017",13:47:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,12:00,13:00 - 13:59,Thursday,Tagum City,31/08/2017,12:00,Sunny,37,43,10,SSW,0%,46%,0.0,"1,010",5:30 AM,5:46 PM,day
120,125.816,7.38807,31/08/2017,"Thu - Aug 31, 2017",5:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,3:00,05:00 - 05:59,Thursday,Tagum City,31/08/2017,3:00,Clear,31,26,3,S,0%,84%,0.0,"1,011",5:30 AM,5:46 PM,day
121,125.816,7.389130000000001,31/08/2017,"Thu - Aug 31, 2017",17:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,15:00,17:00 - 17:59,Thursday,Tagum City,31/08/2017,15:00,Sunny,36,43,11,SSW,0%,47%,0.1,"1,009",5:30 AM,5:46 PM,night
122,125.81,7.38015,31/08/2017,"Thu - Aug 31, 2017",5:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,3:00,05:00 - 05:59,Thursday,Tagum City,31/08/2017,3:00,Clear,31,26,3,S,0%,84%,0.0,"1,011",5:30 AM,5:46 PM,day
123,125.806,7.45603,01/09/2017,"Fri - Sep 1, 2017",9:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,9:00,09:00 - 09:59,Friday,Tagum City,01/09/2017,9:00,Sunny,35,39,4,SW,0%,57%,0.2,"1,012",5:30 AM,5:45 PM,day
124,125.79700000000001,7.4345,02/09/2017,"Sat - Sep 2, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,3:00,05:00 - 05:59,Saturday,Tagum City,02/09/2017,3:00,Clear,31,28,2,SSE,0%,87%,0.2,"1,011",5:30 AM,5:45 PM,night
125,125.805,7.441730000000001,02/09/2017,"Sat - Sep 2, 2017",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,Not Indicated,0:00,02:00 - 02:59,Saturday,Tagum City,02/09/2017,0:00,Clear,31,28,4,S,0%,85%,0.3,"1,012",5:30 AM,5:45 PM,night
126,125.803,7.4503699999999995,03/09/2017,"Sun - Sep 3, 2017",16:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,15:00,16:00 - 16:59,Sunday,Tagum City,03/09/2017,15:00,Patchy rain possible,32,36,10,S,15%,57%,0.4,"1,010",5:30 AM,5:44 PM,day
127,125.824,7.42122,04/09/2017,"Mon - Sep 4, 2017",0:58:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),0:00,00:00 - 00:59,Monday,Tagum City,04/09/2017,0:00,Partly cloudy,26,28,5,SSW,49%,84%,0.3,"1,012",5:30 AM,5:44 PM,night
128,125.76899999999999,6.927239999999999,04/09/2017,"Mon - Sep 4, 2017",7:30:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Others),6:00,07:00 - 07:59,Monday,Samal City,04/09/2017,6:00,Partly cloudy,29,29,3,NW,53%,80%,0.0,"1,012",5:30 AM,5:44 PM,day
129,125.803,7.456460000000001,04/09/2017,"Mon - Sep 4, 2017",3:57:00,THEFT,Magugpo West,Tagum City,Salisi,3:00,03:00 - 03:59,Monday,Tagum City,04/09/2017,3:00,Partly cloudy,26,27,2,SSE,52%,87%,0.0,"1,011",5:30 AM,5:44 PM,night
130,125.816,7.39186,04/09/2017,"Mon - Sep 4, 2017",18:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,18:00,18:00 - 18:59,Monday,Tagum City,04/09/2017,18:00,Cloudy,32,31,7,S,53%,69%,1.0,"1,010",5:30 AM,5:44 PM,night
131,125.77600000000001,7.4439,04/09/2017,"Mon - Sep 4, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),6:00,07:00 - 07:59,Monday,Tagum City,04/09/2017,6:00,Partly cloudy,29,27,1,SE,53%,87%,0.1,"1,011",5:30 AM,5:44 PM,day
132,125.633,7.33246,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold-Up W/ Gun,18:00,18:00 - 18:59,Tuesday,Panabo City,05/09/2017,18:00,Clear,32,33,11,S,0%,67%,0.0,"1,010",5:29 AM,5:43 PM,night
133,125.678,7.28672,05/09/2017,"Tue - Sep 5, 2017",18:20:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,18:00,18:00 - 18:59,Tuesday,Panabo City,05/09/2017,18:00,Clear,32,33,11,S,0%,67%,0.0,"1,010",5:29 AM,5:43 PM,night
134,125.67299999999999,7.311560000000001,05/09/2017,"Tue - Sep 5, 2017",23:35:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,21:00,23:00 - 23:59,Tuesday,Panabo City,05/09/2017,21:00,Clear,31,29,6,SSW,0%,79%,0.0,"1,012",5:29 AM,5:43 PM,night
135,125.63600000000001,7.332330000000001,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold Up,18:00,18:00 - 18:59,Tuesday,Panabo City,05/09/2017,18:00,Clear,32,33,11,S,0%,67%,0.0,"1,010",5:29 AM,5:43 PM,night
136,125.816,7.43575,06/09/2017,"Wed - Sep 6, 2017",23:50:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,21:00,23:00 - 23:59,Wednesday,Tagum City,06/09/2017,21:00,Patchy rain possible,32,29,3,SE,23%,79%,0.4,"1,011",5:29 AM,5:42 PM,night
137,125.803,7.4305,06/09/2017,"Wed - Sep 6, 2017",0:00:00,THEFT,Visayan Village,Tagum City,Salisi,0:00,00:00 - 00:59,Wednesday,Tagum City,06/09/2017,0:00,Partly cloudy,31,27,1,NNE,30%,86%,0.0,"1,012",5:29 AM,5:42 PM,night
138,125.818,7.4395,06/09/2017,"Wed - Sep 6, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),0:00,01:00 - 01:59,Wednesday,Tagum City,06/09/2017,0:00,Partly cloudy,31,27,1,NNE,30%,86%,0.0,"1,012",5:29 AM,5:42 PM,night
139,125.802,7.44057,06/09/2017,"Wed - Sep 6, 2017",23:12:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),21:00,23:00 - 23:59,Wednesday,Tagum City,06/09/2017,21:00,Patchy rain possible,32,29,3,SE,23%,79%,0.4,"1,011",5:29 AM,5:42 PM,night
140,125.807,7.433860000000001,07/09/2017,"Thu - Sep 7, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),3:00,04:00 - 04:59,Thursday,Tagum City,07/09/2017,3:00,Clear,31,27,2,NE,0%,88%,0.0,"1,011",5:29 AM,5:42 PM,night
141,125.803,7.4573100000000005,07/09/2017,"Thu - Sep 7, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),0:00,01:00 - 01:59,Thursday,Tagum City,07/09/2017,0:00,Clear,31,27,1,NNE,11%,85%,0.7,"1,012",5:29 AM,5:42 PM,night
142,125.811,7.4462,07/09/2017,"Thu - Sep 7, 2017",3:36:00,ROBBERY,Magugpo Poblacion,Tagum City,Destroying Window,3:00,03:00 - 03:59,Thursday,Tagum City,07/09/2017,3:00,Clear,31,27,2,NE,0%,88%,0.0,"1,011",5:29 AM,5:42 PM,night
143,125.693,7.3173699999999995,07/09/2017,"Thu - Sep 7, 2017",22:45:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,21:00,22:00 - 22:59,Thursday,Panabo City,07/09/2017,21:00,Clear,31,30,5,SSW,0%,80%,0.0,"1,011",5:29 AM,5:42 PM,night
144,125.82600000000001,7.44043,08/09/2017,"Fri - Sep 8, 2017",0:20:00,THEFT,Apokon,Tagum City,Salisi (Cellphone),0:00,00:00 - 00:59,Friday,Tagum City,08/09/2017,0:00,Partly cloudy,31,28,1,SSE,26%,87%,0.0,"1,011",5:29 AM,5:41 PM,night
145,125.79799999999999,7.477410000000001,08/09/2017,"Fri - Sep 8, 2017",3:00:00,THEFT,La Filipina,Tagum City,Salisi (Akyat Bahay),3:00,03:00 - 03:59,Friday,Tagum City,08/09/2017,3:00,Clear,32,27,1,NE,17%,89%,0.0,"1,011",5:29 AM,5:41 PM,night
146,125.823,7.452260000000001,08/09/2017,"Fri - Sep 8, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Friday,Tagum City,08/09/2017,3:00,Clear,32,27,1,NE,17%,89%,0.0,"1,011",5:29 AM,5:41 PM,night
147,125.79899999999999,7.446160000000001,08/09/2017,"Fri - Sep 8, 2017",4:00:00,THEFT,Magugpo South,Tagum City,Salisi (Akyat Bahay),3:00,04:00 - 04:59,Friday,Tagum City,08/09/2017,3:00,Clear,32,27,1,NE,17%,89%,0.0,"1,011",5:29 AM,5:41 PM,night
148,125.771,7.4429,09/09/2017,"Sat - Sep 9, 2017",3:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,3:00,03:00 - 03:59,Saturday,Tagum City,09/09/2017,3:00,Clear,31,27,2,S,0%,89%,0.0,"1,009",5:29 AM,5:41 PM,night
149,125.818,7.4392,09/09/2017,"Sat - Sep 9, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Saturday,Tagum City,09/09/2017,3:00,Clear,31,27,2,S,0%,89%,0.0,"1,009",5:29 AM,5:41 PM,night
150,125.773,7.4435199999999995,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),6:00,07:00 - 07:59,Saturday,Tagum City,09/09/2017,6:00,Sunny,32,29,3,S,0%,82%,0.0,"1,010",5:29 AM,5:41 PM,day
151,125.804,7.44756,09/09/2017,"Sat - Sep 9, 2017",20:01:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,18:00,20:00 - 20:59,Saturday,Tagum City,09/09/2017,18:00,Clear,33,34,9,S,0%,68%,0.0,"1,008",5:29 AM,5:41 PM,night
152,125.821,7.4492,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),6:00,07:00 - 07:59,Saturday,Tagum City,09/09/2017,6:00,Sunny,32,29,3,S,0%,82%,0.0,"1,010",5:29 AM,5:41 PM,day
153,125.803,7.4462,10/09/2017,"Sun - Sep 10, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),0:00,01:00 - 01:59,Sunday,Tagum City,10/09/2017,0:00,Clear,31,29,2,ESE,0%,85%,0.0,"1,010",5:29 AM,5:40 PM,night
154,125.77799999999999,7.46243,10/09/2017,"Sun - Sep 10, 2017",4:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,3:00,04:00 - 04:59,Sunday,Tagum City,10/09/2017,3:00,Clear,31,28,2,ESE,0%,86%,0.0,"1,009",5:29 AM,5:40 PM,night
155,125.819,7.4398800000000005,10/09/2017,"Sun - Sep 10, 2017",22:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,21:00,22:00 - 22:59,Sunday,Tagum City,10/09/2017,21:00,Clear,32,30,4,SSE,0%,75%,0.0,"1,009",5:29 AM,5:40 PM,night
156,125.79299999999999,7.492389999999999,10/09/2017,"Sun - Sep 10, 2017",18:30:00,ROBBERY,Cuambogan,Tagum City,Crowbar/Destroying Lock,18:00,18:00 - 18:59,Sunday,Tagum City,10/09/2017,18:00,Clear,33,34,9,S,0%,63%,0.0,"1,008",5:29 AM,5:40 PM,night
157,125.68700000000001,7.06698,11/09/2017,"Mon - Sep 11, 2017",0:00:00,THEFT,Catagman,Samal City,Salisi (Establishment),0:00,00:00 - 00:59,Monday,Samal City,11/09/2017,0:00,Clear,30,33,4,S,13%,76%,1.8,"1,010",5:29 AM,5:40 PM,night
158,125.81200000000001,7.44905,11/09/2017,"Mon - Sep 11, 2017",10:35:00,THEFT,Magugpo East,Tagum City,Shoplifting,9:00,10:00 - 10:59,Monday,Tagum City,11/09/2017,9:00,Sunny,33,35,7,SSW,0%,57%,0.0,"1,010",5:29 AM,5:40 PM,day
159,125.67200000000001,7.08518,11/09/2017,"Mon - Sep 11, 2017",19:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",18:00,19:00 - 19:59,Monday,Samal City,11/09/2017,18:00,Partly cloudy,31,34,15,SSE,9%,73%,0.0,"1,008",5:29 AM,5:40 PM,night
160,125.686,7.305619999999999,11/09/2017,"Mon - Sep 11, 2017",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,15:00,17:00 - 17:59,Monday,Panabo City,11/09/2017,15:00,Sunny,33,36,13,S,0%,55%,0.0,"1,007",5:29 AM,5:40 PM,day
161,125.804,7.4320699999999995,12/09/2017,"Tue - Sep 12, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),3:00,04:00 - 04:59,Tuesday,Tagum City,12/09/2017,3:00,Partly cloudy,30,29,4,S,11%,80%,0.0,"1,010",5:28 AM,5:39 PM,night
162,125.789,7.45765,12/09/2017,"Tue - Sep 12, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Tuesday,Tagum City,12/09/2017,3:00,Partly cloudy,30,29,4,S,11%,80%,0.0,"1,010",5:28 AM,5:39 PM,night
163,125.805,7.45097,12/09/2017,"Tue - Sep 12, 2017",15:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,15:00,15:00 - 15:59,Tuesday,Tagum City,12/09/2017,15:00,Partly cloudy,33,36,13,S,61%,57%,0.0,"1,008",5:28 AM,5:39 PM,day
164,125.822,7.4504600000000005,12/09/2017,"Tue - Sep 12, 2017",22:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",21:00,22:00 - 22:59,Tuesday,Tagum City,12/09/2017,21:00,Clear,30,29,4,S,21%,81%,0.0,"1,010",5:28 AM,5:39 PM,night
165,125.824,7.42122,13/09/2017,"Wed - Sep 13, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),0:00,02:00 - 02:59,Wednesday,Tagum City,13/09/2017,0:00,Clear,29,28,2,SSE,0%,84%,0.0,"1,011",5:28 AM,5:39 PM,night
166,125.802,7.4565,14/09/2017,"Thu - Sep 14, 2017",4:30:00,ROBBERY,Magugpo West,Tagum City,Cellphone Snatching,3:00,04:00 - 04:59,Thursday,Tagum City,14/09/2017,3:00,Patchy light rain,27,27,1,E,49%,85%,0.4,"1,011",5:28 AM,5:38 PM,night
167,125.802,7.47335,14/09/2017,"Thu - Sep 14, 2017",17:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),15:00,17:00 - 17:59,Thursday,Tagum City,14/09/2017,15:00,Partly cloudy,31,34,5,SE,48%,59%,0.0,"1,009",5:28 AM,5:38 PM,night
168,125.68799999999999,7.131639999999999,15/09/2017,"Fri - Sep 15, 2017",0:25:00,MURDER,Moncado (Pob.),Samal City,Shooting,0:00,00:00 - 00:59,Friday,Samal City,15/09/2017,0:00,Clear,29,31,2,E,0%,76%,0.0,"1,011",5:28 AM,5:38 PM,night
169,125.76,7.051019999999999,16/09/2017,"Sat - Sep 16, 2017",15:10:00,PHYSICAL INJURIES,Tagbay,Samal City,Mauling,15:00,15:00 - 15:59,Saturday,Samal City,16/09/2017,15:00,Sunny,32,36,14,SSE,0%,58%,0.0,"1,009",5:28 AM,5:37 PM,day
170,125.67,7.3017,16/09/2017,"Sat - Sep 16, 2017",10:32:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,9:00,10:00 - 10:59,Saturday,Panabo City,16/09/2017,9:00,Sunny,34,36,4,S,0%,58%,0.0,"1,011",5:28 AM,5:37 PM,day
171,125.681,7.29953,16/09/2017,"Sat - Sep 16, 2017",18:00:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,18:00,18:00 - 18:59,Saturday,Panabo City,16/09/2017,18:00,Clear,33,34,9,S,0%,65%,0.0,"1,010",5:28 AM,5:37 PM,night
