,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Poverty,poverty incidence by employed","Poverty,poverty incidence by household","Poverty,poverty incidence by population","Poverty,poverty incidence by unemployed"
743,125.79799999999999,7.44635,09/05/2018,"Wed - May 9, 2018",0:45:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Stabbing/Hacking,urban,8.33,737,434,"2,476",46
744,125.8,7.44727,09/05/2018,"Wed - May 9, 2018",3:00:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,737,434,"2,476",46
745,125.79899999999999,7.44727,09/05/2018,"Wed - May 9, 2018",3:00:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,urban,8.33,737,434,"2,476",46
746,125.723,7.05991,09/05/2018,"Wed - May 9, 2018",8:20:00,ROBBERY,Cawag,Samal City,Destroying Window,rural,7.39,171,112,596,11
747,125.79899999999999,7.47841,06/05/2018,"Sun - May 6, 2018",12:45:00,PHYSICAL INJURIES,La Filipina,Tagum City,Mauling,urban,11.84,"1,047",617,"3,517",65
748,125.807,7.4499699999999995,10/05/2018,"Thu - May 10, 2018",5:10:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,215,127,723,13
749,125.79,7.4992,10/05/2018,"Thu - May 10, 2018",20:40:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Cuambogan,Tagum City,Forcibly Taken,urban,8.16,722,426,"2,425",45
750,125.816,7.461689999999999,12/05/2018,"Sat - May 12, 2018",3:30:00,THEFT,Magugpo West,Tagum City,Plain Theft,urban,10.74,950,560,"3,192",59
751,125.814,7.4496899999999995,12/05/2018,"Sat - May 12, 2018",10:00:00,THEFT,Magugpo East,Tagum City,Salisi (Cellphone),urban,11.1,982,579,"3,297",61
752,125.77,7.44335,12/05/2018,"Sat - May 12, 2018",4:20:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi (Establishment),urban,13.32,"1,178",694,3958,73
753,125.77,7.410010000000001,12/05/2018,"Sat - May 12, 2018",17:00:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,554,326,1859,34
754,125.835,7.4188,13/05/2018,"Sun - May 13, 2018",14:52:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,2024,1193,6798,126
755,125.816,7.392639999999999,11/05/2018,"Fri - May 11, 2018",4:10:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
756,125.666,7.33435,15/05/2018,"Tue - May 15, 2018",16:00:00,PHYSICAL INJURIES,Quezon,Panabo City,Stabbing/Hacking,rural,6.33,305,185,"1,057",19
757,125.649,7.281630000000001,16/05/2018,"Wed - May 16, 2018",4:00:00,PHYSICAL INJURIES,Maduao,Panabo City,Hacking,rural,4.24,204,124,708,13
758,125.78299999999999,7.459969999999999,16/05/2018,"Wed - May 16, 2018",13:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"2,652",1563,"8,905",165
759,125.82799999999999,7.42295,17/05/2018,"Thu - May 17, 2018",2:22:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,2024,1193,6798,126
760,125.69200000000001,7.1113100000000005,16/05/2018,"Wed - May 16, 2018",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Mambago-B,Samal City,Deprived of Reason or Unconcious (Under the Influence of Liquior),rural,7.57,175,115,611,11
761,125.689,7.28437,16/05/2018,"Wed - May 16, 2018",21:42:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,urban,18.74,905,549,3131,56
762,125.706,7.314260000000001,16/05/2018,"Wed - May 16, 2018",23:40:00,Drug Related Incident (RA 9165),San Vicente,Panabo City,Not Indicated,urban,19.66,949,576,3284,59
763,125.71,7.100339999999999,17/05/2018,"Thu - May 17, 2018",4:00:00,THEFT,Mambago-A,Samal City,Salisi (Akyat Bahay),rural,5.24,121,80,423,8
764,125.803,7.4513300000000005,17/05/2018,"Thu - May 17, 2018",3:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Breaking and Entering,urban,2.43,215,127,723,13
765,125.77799999999999,7.444560000000001,17/05/2018,"Thu - May 17, 2018",11:10:00,ROBBERY,San Miguel (Camp 4),Tagum City,Bag/Purse Snatching,urban,13.32,"1,178",694,3958,73
766,125.804,7.4348,17/05/2018,"Thu - May 17, 2018",16:00:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,urban,31.0,"2,742","1,616","9,210",171
767,125.81700000000001,7.3919,17/05/2018,"Thu - May 17, 2018",12:12:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
768,125.78200000000001,7.459239999999999,17/05/2018,"Thu - May 17, 2018",17:40:00,MURDER,Mankilam,Tagum City,Shooting,urban,29.97,"2,652",1563,"8,905",165
769,125.648,7.300489999999999,17/05/2018,"Thu - May 17, 2018",10:15:00,MURDER,Little Panay,Panabo City,Shooting,rural,3.31,160,97,553,10
770,125.588,7.40136,17/05/2018,"Thu - May 17, 2018",16:41:00,THEFT,A. O. Floirendo,Panabo City,Qualified Theft,urban,6.6,318,193,1102,20
771,125.789,7.499110000000001,17/05/2018,"Thu - May 17, 2018",15:00:00,THEFT,Cuambogan,Tagum City,Salisi,urban,8.16,722,426,"2,425",45
772,125.81700000000001,7.379339999999999,17/05/2018,"Thu - May 17, 2018",15:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Madaum,Tagum City,Forcibly Taken,urban,8.25,730,430,2450,45
773,125.685,7.27925,18/05/2018,"Fri - May 18, 2018",23:30:00,ROBBERY,Cagangohan,Panabo City,In an Uninhabited Place or in a Private Building,urban,18.74,905,549,3131,56
774,125.68299999999999,7.3025,19/05/2018,"Sat - May 19, 2018",4:33:00,THEFT,Santo Niño (Pob.),Panabo City,Salisi,urban,5.89,284,173,985,18
775,125.801,7.46088,19/05/2018,"Sat - May 19, 2018",11:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,950,560,"3,192",59
776,125.79,7.421069999999999,19/05/2018,"Sat - May 19, 2018",23:01:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,Swpu (Stolen While Parked),urban,6.26,554,326,1859,34
777,125.803,7.44665,20/05/2018,"Sun - May 20, 2018",9:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
778,125.806,7.43756,19/05/2018,"Sat - May 19, 2018",4:17:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,"2,742","1,616","9,210",171
779,125.8,7.4598,21/05/2018,"Mon - May 21, 2018",0:35:00,Drug Related Incident (RA 9165),Magugpo West,Tagum City,Not Indicated,urban,10.74,950,560,"3,192",59
780,125.779,7.3916,21/05/2018,"Mon - May 21, 2018",2:03:00,ROBBERY,San Isidro,Tagum City,Breaking and Entering,rural,3.69,326,192,1096,20
781,125.815,7.433160000000001,21/05/2018,"Mon - May 21, 2018",11:15:00,MURDER,Apokon,Tagum City,Shooting,urban,22.88,2024,1193,6798,126
782,125.814,7.46097,21/05/2018,"Mon - May 21, 2018",21:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,urban,7.19,636,375,"2,136",40
783,125.67399999999999,7.2957,21/05/2018,"Mon - May 21, 2018",17:20:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,urban,22.51,"1,086",660,3760,68
784,125.805,7.450139999999999,22/05/2018,"Tue - May 22, 2018",0:46:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,215,127,723,13
785,125.79799999999999,7.46105,23/05/2018,"Wed - May 23, 2018",0:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
786,125.806,7.44722,22/05/2018,"Tue - May 22, 2018",15:25:00,MURDER,Magugpo Poblacion,Tagum City,Shooting,urban,2.43,215,127,723,13
787,125.865,7.490880000000001,23/05/2018,"Wed - May 23, 2018",6:15:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,urban,11.84,"1,047",617,"3,517",65
788,125.804,7.44968,23/05/2018,"Wed - May 23, 2018",13:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,215,127,723,13
789,125.816,7.441330000000001,19/05/2018,"Sat - May 19, 2018",8:00:00,PHYSICAL INJURIES,Bincungan,Tagum City,Hacking,rural,3.25,288,170,966,18
790,125.804,7.44614,24/05/2018,"Thu - May 24, 2018",8:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,215,127,723,13
791,125.802,7.4591199999999995,24/05/2018,"Thu - May 24, 2018",4:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,950,560,"3,192",59
792,125.79,7.498189999999999,12/05/2018,"Sat - May 12, 2018",10:00:00,RAPE (Art. 266-A RC & R.A.8353),Cuambogan,Tagum City,"Force, Threat and Intimidation",urban,8.16,722,426,"2,425",45
793,125.666,7.30665,24/05/2018,"Thu - May 24, 2018",23:00:00,THEFT,New Visayas,Panabo City,Plain Theft,urban,22.54,"1,088",661,"3,766",68
794,125.807,7.434069999999999,25/05/2018,"Fri - May 25, 2018",16:00:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,urban,31.0,"2,742","1,616","9,210",171
795,125.801,7.429180000000001,25/05/2018,"Fri - May 25, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,urban,31.0,"2,742","1,616","9,210",171
796,125.807,7.44871,26/05/2018,"Sat - May 26, 2018",13:00:00,THEFT,Mankilam,Tagum City,Salisi,urban,29.97,"2,652",1563,"8,905",165
797,125.774,7.4438,26/05/2018,"Sat - May 26, 2018",11:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi (Akyat Bahay),urban,13.32,"1,178",694,3958,73
798,125.802,7.454089999999999,26/05/2018,"Sat - May 26, 2018",14:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
799,125.8,7.461139999999999,26/05/2018,"Sat - May 26, 2018",16:00:00,THEFT,Magugpo West,Tagum City,Salisi (Cellphone),urban,10.74,950,560,"3,192",59
800,125.803,7.43548,27/05/2018,"Sun - May 27, 2018",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"2,742","1,616","9,210",171
801,125.802,7.42905,26/05/2018,"Sat - May 26, 2018",19:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"2,742","1,616","9,210",171
802,125.775,7.44375,27/05/2018,"Sun - May 27, 2018",19:30:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Hacking,urban,13.32,"1,178",694,3958,73
803,125.801,7.44292,28/05/2018,"Mon - May 28, 2018",3:00:00,ROBBERY,Magugpo South,Tagum City,Snatching,urban,8.33,737,434,"2,476",46
804,125.803,7.446330000000001,28/05/2018,"Mon - May 28, 2018",0:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
805,125.679,7.3263300000000005,22/05/2018,"Tue - May 22, 2018",3:00:00,RAPE (Art. 266-A RC & R.A.8353),Quezon,Panabo City,"Force, Threat and Intimidation",rural,6.33,305,185,"1,057",19
806,125.818,7.3923,28/05/2018,"Mon - May 28, 2018",15:25:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
807,125.802,7.45856,29/05/2018,"Tue - May 29, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Destroying Window,urban,10.74,950,560,"3,192",59
808,125.76799999999999,7.41016,29/05/2018,"Tue - May 29, 2018",11:33:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Canocotan,Tagum City,Swpu (Stolen While Parked),urban,6.26,554,326,1859,34
809,125.75200000000001,7.482239999999999,30/05/2018,"Wed - May 30, 2018",0:15:00,ROBBERY,Pagsabangan,Tagum City,With Violence Against or Intimidation of Persons,rural,4.04,357,211,1200,22
810,125.77799999999999,7.445310000000001,29/05/2018,"Tue - May 29, 2018",21:00:00,MURDER,San Miguel (Camp 4),Tagum City,Shooting,urban,13.32,"1,178",694,3958,73
811,125.79700000000001,7.477860000000001,29/05/2018,"Tue - May 29, 2018",23:00:00,ROBBERY,La Filipina,Tagum City,Destroying Window,urban,11.84,"1,047",617,"3,517",65
812,125.79899999999999,7.45903,29/05/2018,"Tue - May 29, 2018",23:00:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,950,560,"3,192",59
813,125.709,7.10123,31/05/2018,"Thu - May 31, 2018",20:50:00,Drug Related Incident (RA 9165),Mambago-A,Samal City,Not Indicated,rural,5.24,121,80,423,8
814,125.773,7.443460000000001,31/05/2018,"Thu - May 31, 2018",11:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"1,178",694,3958,73
815,125.602,7.3474,15/03/2018,"Thu - Mar 15, 2018",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Manay,Panabo City,Grave Abuse of Authority,urban,7.36,355,216,1229,22
816,125.67,7.32603,21/04/2018,"Sat - Apr 21, 2018",10:00:00,PHYSICAL INJURIES,Quezon,Panabo City,Hitting With Hard Object,rural,6.33,305,185,"1,057",19
817,125.58,7.39675,02/06/2018,"Sat - Jun 2, 2018",16:20:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,urban,6.6,318,193,1102,20
818,125.81700000000001,7.391769999999999,02/06/2018,"Sat - Jun 2, 2018",11:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
819,125.803,7.450819999999999,03/06/2018,"Sun - Jun 3, 2018",4:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold-Up W/ Sharp Object,urban,2.43,215,127,723,13
820,125.771,7.44297,02/06/2018,"Sat - Jun 2, 2018",4:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Destroying Window,urban,13.32,"1,178",694,3958,73
821,125.79799999999999,7.4611600000000005,04/06/2018,"Mon - Jun 4, 2018",2:00:00,MURDER,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,950,560,"3,192",59
822,125.67200000000001,7.117939999999999,01/06/2018,"Fri - Jun 1, 2018",22:52:00,THEFT,Caliclic (Dangca-An),Samal City,Salisi (Cellphone),urban,6.81,158,104,550,10
823,125.803,7.44924,26/05/2018,"Sat - May 26, 2018",8:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,215,127,723,13
824,125.79700000000001,7.46201,04/06/2018,"Mon - Jun 4, 2018",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
825,125.816,7.3918800000000005,01/06/2018,"Fri - Jun 1, 2018",10:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Madaum,Tagum City,Swpu (Stolen While Parked),urban,8.25,730,430,2450,45
826,125.803,7.46288,05/06/2018,"Tue - Jun 5, 2018",19:22:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,950,560,"3,192",59
827,125.807,7.45016,03/06/2018,"Sun - Jun 3, 2018",1:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,215,127,723,13
828,125.804,7.450010000000001,06/06/2018,"Wed - Jun 6, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,215,127,723,13
829,125.685,7.30231,06/06/2018,"Wed - Jun 6, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,284,173,985,18
830,125.77600000000001,7.4640699999999995,06/06/2018,"Wed - Jun 6, 2018",14:00:00,ROBBERY,Mankilam,Tagum City,With Violence Against or Intimidation of Persons,urban,29.97,"2,652",1563,"8,905",165
831,125.801,7.46005,07/06/2018,"Thu - Jun 7, 2018",6:00:00,THEFT,Mankilam,Tagum City,Salisi,urban,29.97,"2,652",1563,"8,905",165
832,125.667,7.277139999999999,07/06/2018,"Thu - Jun 7, 2018",5:30:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,431,262,"1,491",27
833,125.681,7.30127,07/06/2018,"Thu - Jun 7, 2018",13:10:00,MURDER,New Pandan (Pob.),Panabo City,Shooting,urban,9.03,436,265,1508,27
834,125.684,7.3099300000000005,07/06/2018,"Thu - Jun 7, 2018",19:00:00,ROBBERY,San Francisco (Pob.),Panabo City,Hold-Up W/ Sharp Object,urban,17.46,843,512,"2,917",52
835,125.816,7.3919,07/06/2018,"Thu - Jun 7, 2018",15:02:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,730,430,2450,45
836,125.807,7.44948,07/06/2018,"Thu - Jun 7, 2018",13:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,215,127,723,13
837,125.811,7.4491,08/06/2018,"Fri - Jun 8, 2018",12:30:00,THEFT,Magugpo East,Tagum City,Pick-Pocketing,urban,11.1,982,579,"3,297",61
838,125.677,7.287739999999999,08/06/2018,"Fri - Jun 8, 2018",20:40:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Stabbing/Hacking,urban,18.74,905,549,3131,56
839,125.655,7.2857,08/06/2018,"Fri - Jun 8, 2018",21:00:00,MURDER,Maduao,Panabo City,Stabbing/Hacking,rural,4.24,204,124,708,13
840,125.772,7.442539999999999,09/06/2018,"Sat - Jun 9, 2018",19:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi,urban,13.32,"1,178",694,3958,73
841,125.775,7.46586,10/06/2018,"Sun - Jun 10, 2018",4:00:00,ROBBERY,Mankilam,Tagum City,Hold-Up W/ Gun,urban,29.97,"2,652",1563,"8,905",165
842,125.807,7.451689999999999,09/06/2018,"Sat - Jun 9, 2018",0:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,982,579,"3,297",61
843,125.759,7.3769,29/05/2018,"Tue - May 29, 2018",9:00:00,RAPE (Art. 266-A RC & R.A.8353),Bincungan,Tagum City,"Force, Threat and Intimidation",rural,3.25,288,170,966,18
844,125.80799999999999,7.4387300000000005,11/06/2018,"Mon - Jun 11, 2018",14:50:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"2,742","1,616","9,210",171
845,125.79,7.4225,11/06/2018,"Mon - Jun 11, 2018",11:00:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"2,742","1,616","9,210",171
846,125.811,7.45782,11/06/2018,"Mon - Jun 11, 2018",16:40:00,ROBBERY,Magugpo North,Tagum City,Akyat Bahay,urban,7.19,636,375,"2,136",40
847,125.684,7.30227,12/06/2018,"Tue - Jun 12, 2018",17:20:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,284,173,985,18
848,125.61,7.396789999999999,14/06/2018,"Thu - Jun 14, 2018",16:35:00,THEFT,A. O. Floirendo,Panabo City,Salisi,urban,6.6,318,193,1102,20
849,125.682,7.30258,15/06/2018,"Fri - Jun 15, 2018",5:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Santo Niño (Pob.),Panabo City,Swpu (Stolen While Parked),urban,5.89,284,173,985,18
850,125.805,7.452160000000001,15/06/2018,"Fri - Jun 15, 2018",15:30:00,THEFT,Magugpo East,Tagum City,Cable/Electric Meter,urban,11.1,982,579,"3,297",61
851,125.818,7.44999,15/06/2018,"Fri - Jun 15, 2018",22:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,urban,11.1,982,579,"3,297",61
852,125.815,7.458289999999999,16/06/2018,"Sat - Jun 16, 2018",4:30:00,THEFT,Magugpo North,Tagum City,Plain Theft,urban,7.19,636,375,"2,136",40
853,125.807,7.4222399999999995,16/06/2018,"Sat - Jun 16, 2018",4:00:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,urban,31.0,"2,742","1,616","9,210",171
854,125.821,7.436560000000001,16/06/2018,"Sat - Jun 16, 2018",19:30:00,ROBBERY,Apokon,Tagum City,Taxi Hold-Up W/ Gun,urban,22.88,2024,1193,6798,126
855,125.8,7.44107,17/06/2018,"Sun - Jun 17, 2018",14:50:00,THEFT,Magugpo South,Tagum City,Salisi,urban,8.33,737,434,"2,476",46
856,125.785,7.41565,17/06/2018,"Sun - Jun 17, 2018",21:45:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,554,326,1859,34
857,125.82,7.46165,17/06/2018,"Sun - Jun 17, 2018",15:00:00,ROBBERY,Magdum,Tagum City,Crowbar/Destroying Lock,urban,7.86,695,410,"2,335",43
858,125.77,7.408939999999999,17/06/2018,"Sun - Jun 17, 2018",20:24:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,urban,6.26,554,326,1859,34
859,125.824,7.42943,18/06/2018,"Mon - Jun 18, 2018",16:00:00,PHYSICAL INJURIES,Apokon,Tagum City,Stabbing/Hacking,urban,22.88,2024,1193,6798,126
860,125.805,7.44676,19/06/2018,"Tue - Jun 19, 2018",2:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,215,127,723,13
861,125.77799999999999,7.44365,19/06/2018,"Tue - Jun 19, 2018",3:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Crowbar/Destroying Lock,urban,13.32,"1,178",694,3958,73
862,125.801,7.4265,19/06/2018,"Tue - Jun 19, 2018",1:57:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),urban,31.0,"2,742","1,616","9,210",171
863,125.806,7.43297,19/06/2018,"Tue - Jun 19, 2018",23:01:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,urban,31.0,"2,742","1,616","9,210",171
864,125.803,7.459919999999999,20/06/2018,"Wed - Jun 20, 2018",1:20:00,MURDER,Magugpo West,Tagum City,Stabbing/Hacking,urban,10.74,950,560,"3,192",59
865,125.774,7.468089999999999,20/06/2018,"Wed - Jun 20, 2018",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"2,652",1563,"8,905",165
866,125.709,7.12387,21/06/2018,"Thu - Jun 21, 2018",3:00:00,PHYSICAL INJURIES,San Agustin,Samal City,Stabbing/Hacking,rural,5.14,119,78,415,7
867,125.677,7.2930399999999995,15/06/2018,"Fri - Jun 15, 2018",17:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,urban,22.51,"1,086",660,3760,68
868,125.679,7.28742,21/06/2018,"Thu - Jun 21, 2018",16:00:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Mauling,urban,18.74,905,549,3131,56
869,125.804,7.44544,21/06/2018,"Thu - Jun 21, 2018",15:30:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,215,127,723,13
870,125.803,7.45878,22/06/2018,"Fri - Jun 22, 2018",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,urban,10.74,950,560,"3,192",59
871,125.781,7.09455,20/06/2018,"Wed - Jun 20, 2018",16:05:00,THEFT,Aundanao,Samal City,Qualified Theft,rural,3.68,85,56,297,5
872,125.821,7.45397,22/06/2018,"Fri - Jun 22, 2018",3:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Stabbing/Hacking,urban,11.1,982,579,"3,297",61
873,125.69200000000001,7.3176,22/06/2018,"Fri - Jun 22, 2018",11:10:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,625,380,2164,39
874,125.68299999999999,7.3087100000000005,22/06/2018,"Fri - Jun 22, 2018",16:45:00,THEFT,San Francisco (Pob.),Panabo City,Salisi (Establishment),urban,17.46,843,512,"2,917",52
875,125.71,7.29638,23/06/2018,"Sat - Jun 23, 2018",0:20:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,urban,5.7,275,167,953,17
876,125.814,7.4588600000000005,23/06/2018,"Sat - Jun 23, 2018",6:00:00,THEFT,Magugpo North,Tagum City,Salisi,urban,7.19,636,375,"2,136",40
877,125.788,7.45665,23/06/2018,"Sat - Jun 23, 2018",22:13:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,urban,29.97,"2,652",1563,"8,905",165
878,125.802,7.4558,23/06/2018,"Sat - Jun 23, 2018",23:56:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,urban,10.74,950,560,"3,192",59
879,125.807,7.44988,23/06/2018,"Sat - Jun 23, 2018",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,215,127,723,13
880,125.68299999999999,7.30635,24/06/2018,"Sun - Jun 24, 2018",22:00:00,PHYSICAL INJURIES,San Francisco (Pob.),Panabo City,Stabbing/Hacking,urban,17.46,843,512,"2,917",52
881,125.698,7.16183,24/06/2018,"Sun - Jun 24, 2018",18:00:00,THEFT,Tambo,Samal City,Salisi (Cellphone),rural,12.49,289,190,1008,18
882,125.819,7.4518,22/06/2018,"Fri - Jun 22, 2018",20:30:00,THEFT,Magugpo East,Tagum City,Salisi,urban,11.1,982,579,"3,297",61
883,125.773,7.44358,25/06/2018,"Mon - Jun 25, 2018",2:20:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,urban,13.32,"1,178",694,3958,73
884,125.802,7.458710000000001,26/06/2018,"Tue - Jun 26, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,urban,10.74,950,560,"3,192",59
885,125.78399999999999,7.415260000000001,26/06/2018,"Tue - Jun 26, 2018",13:30:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,554,326,1859,34
886,125.684,7.134119999999999,26/06/2018,"Tue - Jun 26, 2018",17:35:00,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,Not Indicated,rural,10.7,248,163,864,15
887,125.772,7.44297,26/06/2018,"Tue - Jun 26, 2018",13:40:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,urban,13.32,"1,178",694,3958,73
888,125.819,7.45943,27/06/2018,"Wed - Jun 27, 2018",1:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,urban,7.19,636,375,"2,136",40
889,125.805,7.4438699999999995,27/06/2018,"Wed - Jun 27, 2018",2:00:00,ROBBERY,Magugpo Poblacion,Tagum City,With Violence Against or Intimidation of Persons,urban,2.43,215,127,723,13
890,125.801,7.4775,27/06/2018,"Wed - Jun 27, 2018",12:57:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),urban,11.84,"1,047",617,"3,517",65
891,125.816,7.45748,27/06/2018,"Wed - Jun 27, 2018",20:45:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,urban,7.19,636,375,"2,136",40
892,125.806,7.43388,28/06/2018,"Thu - Jun 28, 2018",3:27:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"2,742","1,616","9,210",171
