Region,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb)
Samal City,07/06/2018,9:00,Partly cloudy,31,36,8,S,8%,61%,0.0000,"1,010"
Samal City,07/06/2018,12:00,Partly cloudy,33,38,11,S,11%,53%,0.0000,"1,009"
Samal City,07/06/2018,15:00,Partly cloudy,33,39,12,SSE,15%,55%,0.0000,"1,008"
Samal City,07/06/2018,18:00,Patchy rain possible,31,37,11,SSE,34%,68%,0.0000,"1,008"
Samal City,07/06/2018,21:00,Patchy rain possible,29,34,8,S,83%,77%,0.1000,"1,010"
Samal City,08/06/2018,0:00,Patchy rain possible,29,33,8,SSW,76%,75%,0.1000,"1,010"
Samal City,08/06/2018,3:00,Partly cloudy,28,32,7,S,53%,75%,0.1000,"1,010"
Samal City,08/06/2018,6:00,Partly cloudy,28,32,8,S,9%,74%,0.0000,"1,010"
Samal City,08/06/2018,9:00,Partly cloudy,30,34,13,SSE,9%,67%,0.0000,"1,010"
Samal City,08/06/2018,12:00,Partly cloudy,31,37,18,SSE,12%,63%,0.0000,"1,008"
Samal City,08/06/2018,15:00,Patchy rain possible,31,37,19,SSE,42%,69%,0.1000,"1,007"
Samal City,08/06/2018,18:00,Patchy rain possible,29,34,18,SSE,82%,78%,0.3000,"1,008"
Samal City,08/06/2018,21:00,Partly cloudy,28,33,14,SSE,59%,82%,0.3000,"1,010"
Samal City,09/06/2018,0:00,Patchy rain possible,28,32,11,SSE,40%,82%,0.0000,"1,010"
Samal City,09/06/2018,3:00,Partly cloudy,28,32,10,SSE,66%,82%,0.1000,"1,010"
Samal City,09/06/2018,6:00,Partly cloudy,28,32,11,SSE,19%,79%,0.0000,"1,010"
Samal City,09/06/2018,9:00,Partly cloudy,30,34,14,SSE,16%,71%,0.0000,"1,011"
Samal City,09/06/2018,12:00,Patchy rain possible,31,36,18,SSE,34%,65%,0.0000,"1,010"
Samal City,09/06/2018,15:00,Patchy rain possible,30,36,19,SSE,79%,68%,0.1000,"1,009"
Samal City,09/06/2018,18:00,Patchy rain possible,29,33,15,SSE,74%,75%,0.3000,"1,010"
Samal City,09/06/2018,21:00,Partly cloudy,27,30,10,S,56%,79%,0.3000,"1,011"
Samal City,10/06/2018,0:00,Partly cloudy,25,28,7,S,11%,80%,0.0000,"1,011"
Samal City,10/06/2018,3:00,Partly cloudy,28,32,7,S,13%,81%,0.0000,"1,011"
Samal City,10/06/2018,6:00,Partly cloudy,28,32,8,S,14%,79%,0.0000,"1,012"
Samal City,10/06/2018,9:00,Partly cloudy,30,34,12,SSE,12%,69%,0.0000,"1,012"
Samal City,10/06/2018,12:00,Partly cloudy,31,36,15,SSE,7%,62%,0.0000,"1,011"
Samal City,10/06/2018,15:00,Patchy rain possible,31,36,16,SSE,31%,65%,0.0000,"1,010"
Samal City,10/06/2018,18:00,Patchy rain possible,29,34,14,SSE,78%,75%,0.2000,"1,011"
Samal City,10/06/2018,21:00,Patchy rain possible,28,32,10,SSE,80%,81%,0.3000,"1,013"
Samal City,11/06/2018,0:00,Patchy rain possible,28,33,7,S,78%,81%,0.2000,"1,013"
Samal City,11/06/2018,3:00,Partly cloudy,29,34,3,S,54%,82%,0.1000,"1,012"
Samal City,11/06/2018,6:00,Partly cloudy,29,33,5,S,4%,78%,0.0000,"1,012"
Samal City,11/06/2018,9:00,Partly cloudy,31,35,10,S,4%,65%,0.0000,"1,012"
Samal City,11/06/2018,12:00,Partly cloudy,32,36,13,SSE,5%,57%,0.0000,"1,011"
Samal City,11/06/2018,15:00,Partly cloudy,32,36,14,SSE,6%,60%,0.0000,"1,010"
Samal City,11/06/2018,18:00,Partly cloudy,30,34,11,SSE,8%,71%,0.0000,"1,011"
Samal City,11/06/2018,21:00,Partly cloudy,28,32,6,S,11%,79%,0.0000,"1,012"
Samal City,12/06/2018,0:00,Partly cloudy,28,32,3,SE,14%,81%,0.0000,"1,012"
Samal City,12/06/2018,3:00,Partly cloudy,27,31,3,SE,15%,82%,0.0000,"1,012"
Samal City,12/06/2018,6:00,Partly cloudy,28,32,3,WNW,11%,77%,0.0000,"1,012"
Samal City,12/06/2018,9:00,Partly cloudy,31,36,4,SSE,7%,63%,0.0000,"1,012"
Samal City,12/06/2018,12:00,Partly cloudy,33,38,10,SSE,9%,55%,0.0000,"1,010"
Samal City,12/06/2018,15:00,Partly cloudy,32,37,13,SSE,14%,57%,0.0000,"1,009"
Samal City,12/06/2018,18:00,Partly cloudy,30,34,12,S,23%,66%,0.0000,"1,010"
Samal City,12/06/2018,21:00,Partly cloudy,28,31,8,SSW,26%,74%,0.0000,"1,011"
Samal City,13/06/2018,0:00,Partly cloudy,28,31,3,SW,22%,76%,0.0000,"1,011"
Samal City,13/06/2018,3:00,Partly cloudy,27,30,1,W,16%,78%,0.0000,"1,010"
Samal City,13/06/2018,6:00,Partly cloudy,28,32,1,WSW,15%,74%,0.0000,"1,011"
Samal City,13/06/2018,9:00,Partly cloudy,31,36,4,SSE,16%,61%,0.0000,"1,011"
Samal City,13/06/2018,12:00,Partly cloudy,33,38,10,SSE,20%,53%,0.0000,"1,009"
Samal City,13/06/2018,15:00,Partly cloudy,32,37,14,SSE,32%,57%,0.0000,"1,009"
Samal City,13/06/2018,18:00,Light rain shower,30,34,13,S,58%,67%,0.3000,"1,009"
Samal City,13/06/2018,21:00,Patchy rain possible,28,32,8,SW,85%,75%,0.7000,"1,011"
Samal City,14/06/2018,0:00,Patchy rain possible,28,31,5,WNW,85%,76%,0.6000,"1,011"
Samal City,14/06/2018,3:00,Partly cloudy,27,30,5,NW,64%,76%,0.4000,"1,010"
Samal City,14/06/2018,6:00,Partly cloudy,28,30,4,W,39%,70%,0.0000,"1,010"
Samal City,14/06/2018,9:00,Partly cloudy,31,34,6,SSE,36%,58%,0.0000,"1,011"
Samal City,14/06/2018,12:00,Partly cloudy,33,37,12,SSE,13%,53%,0.0000,"1,009"
Samal City,14/06/2018,15:00,Partly cloudy,32,36,16,SSE,13%,57%,0.0000,"1,009"
Samal City,14/06/2018,18:00,Partly cloudy,29,33,14,SSE,14%,69%,0.0000,"1,009"
Samal City,14/06/2018,21:00,Partly cloudy,28,31,8,S,21%,77%,0.0000,"1,010"
Samal City,15/06/2018,0:00,Patchy rain possible,28,31,3,W,49%,78%,0.0000,"1,011"
Samal City,15/06/2018,3:00,Partly cloudy,27,30,3,NNW,69%,78%,0.1000,"1,010"
Samal City,15/06/2018,6:00,Partly cloudy,28,31,3,W,42%,73%,0.0000,"1,011"
Samal City,15/06/2018,9:00,Partly cloudy,31,35,7,S,27%,62%,0.0000,"1,011"
Samal City,15/06/2018,12:00,Patchy rain possible,32,37,13,SSE,34%,58%,0.0000,"1,010"
Samal City,15/06/2018,15:00,Patchy rain possible,31,36,15,SSE,82%,63%,0.2000,"1,009"
Samal City,15/06/2018,18:00,Moderate or heavy rain shower,29,34,14,SSE,84%,73%,2.0000,"1,009"
Samal City,15/06/2018,21:00,Light rain shower,28,31,8,S,78%,78%,3.8000,"1,011"
Samal City,16/06/2018,0:00,Patchy rain possible,28,31,2,WSW,83%,78%,1.0000,"1,011"
Samal City,16/06/2018,3:00,Partly cloudy,27,30,2,NNW,60%,79%,0.6000,"1,011"
Samal City,16/06/2018,6:00,Partly cloudy,28,31,4,SW,27%,76%,0.0000,"1,011"
Samal City,16/06/2018,9:00,Partly cloudy,30,34,3,ENE,26%,63%,0.0000,"1,012"
Samal City,16/06/2018,12:00,Partly cloudy,33,37,6,SSW,32%,52%,0.0000,"1,010"
Samal City,16/06/2018,15:00,Partly cloudy,32,37,10,S,42%,57%,0.0000,"1,009"
Samal City,16/06/2018,18:00,Patchy rain possible,30,35,9,SSE,49%,66%,0.2000,"1,010"
Samal City,16/06/2018,21:00,Patchy rain possible,29,32,7,SSE,72%,72%,1.2000,"1,011"
Samal City,17/06/2018,0:00,Moderate or heavy rain shower,28,31,5,SSW,80%,74%,2.6000,"1,012"
Samal City,17/06/2018,3:00,Partly cloudy,27,30,4,SSW,67%,74%,2.1000,"1,011"
Samal City,17/06/2018,6:00,Partly cloudy,28,31,4,SSW,28%,71%,0.0000,"1,011"
Samal City,17/06/2018,9:00,Partly cloudy,30,33,8,S,26%,61%,0.0000,"1,012"
Samal City,17/06/2018,12:00,Partly cloudy,32,35,11,SSE,23%,55%,0.0000,"1,011"
Samal City,17/06/2018,15:00,Partly cloudy,32,36,12,SSE,23%,58%,0.0000,"1,010"
Samal City,17/06/2018,18:00,Partly cloudy,30,34,13,SSE,29%,68%,0.0000,"1,010"
Samal City,17/06/2018,21:00,Light rain shower,28,31,9,S,46%,77%,0.6000,"1,012"
Samal City,18/06/2018,0:00,Patchy rain possible,27,30,4,SW,58%,78%,1.9000,"1,012"
Samal City,18/06/2018,3:00,Partly cloudy,27,29,1,SSW,63%,78%,1.3000,"1,011"
Samal City,18/06/2018,6:00,Partly cloudy,27,30,1,ESE,42%,75%,0.0000,"1,011"
Samal City,18/06/2018,9:00,Partly cloudy,30,34,5,SSE,27%,64%,0.0000,"1,011"
Samal City,18/06/2018,12:00,Patchy rain possible,32,37,10,SSE,38%,58%,0.0000,"1,010"
Samal City,18/06/2018,15:00,Patchy rain possible,31,36,14,SSE,79%,63%,0.2000,"1,010"
Samal City,18/06/2018,18:00,Moderate or heavy rain shower,29,33,14,SSE,74%,76%,1.1000,"1,010"
Samal City,18/06/2018,21:00,Patchy rain possible,27,31,9,SSE,81%,80%,2.0000,"1,012"
Samal City,19/06/2018,0:00,Partly cloudy,27,31,7,SSE,64%,80%,0.6000,"1,012"
Samal City,19/06/2018,3:00,Partly cloudy,27,30,5,SSE,33%,83%,0.0000,"1,011"
Samal City,19/06/2018,6:00,Partly cloudy,27,31,4,SSE,32%,81%,0.0000,"1,011"
Samal City,19/06/2018,9:00,Patchy rain possible,30,34,8,SSE,48%,71%,0.0000,"1,011"
Samal City,19/06/2018,12:00,Partly cloudy,31,36,13,SSE,61%,64%,0.1000,"1,010"
Samal City,19/06/2018,15:00,Patchy rain possible,31,36,16,SSE,39%,67%,0.2000,"1,010"
Samal City,19/06/2018,18:00,Moderate or heavy rain shower,29,33,15,SSE,84%,77%,1.3000,"1,010"
Samal City,19/06/2018,21:00,Moderate or heavy rain shower,27,31,12,SSE,77%,83%,3.5000,"1,012"
Samal City,20/06/2018,0:00,Moderate or heavy rain shower,27,31,9,SSE,77%,82%,5.3000,"1,012"
Samal City,20/06/2018,3:00,Patchy rain possible,27,31,5,SSE,86%,81%,3.7000,"1,012"
Samal City,20/06/2018,6:00,Partly cloudy,28,31,2,S,65%,78%,0.8000,"1,012"
Samal City,20/06/2018,9:00,Patchy rain possible,30,34,4,SSE,42%,69%,0.0000,"1,012"
Samal City,20/06/2018,12:00,Partly cloudy,30,35,13,SSE,66%,63%,0.1000,"1,011"
Samal City,20/06/2018,15:00,Patchy rain possible,30,34,14,SSE,58%,68%,0.0000,"1,011"
Samal City,20/06/2018,18:00,Partly cloudy,28,32,10,SSE,66%,74%,0.1000,"1,011"
Samal City,20/06/2018,21:00,Partly cloudy,27,31,6,SSE,43%,77%,0.0000,"1,012"
Samal City,21/06/2018,0:00,Partly cloudy,27,31,6,SSE,31%,78%,0.0000,"1,012"
Samal City,21/06/2018,3:00,Patchy rain possible,27,30,5,SSE,39%,80%,0.1000,"1,012"
Samal City,21/06/2018,6:00,Partly cloudy,27,30,4,SE,54%,76%,0.1000,"1,012"
Samal City,21/06/2018,9:00,Patchy rain possible,30,34,7,SSE,38%,65%,0.0000,"1,012"
Samal City,21/06/2018,12:00,Partly cloudy,31,35,11,SSE,61%,58%,0.1000,"1,011"
Samal City,21/06/2018,15:00,Patchy rain possible,31,35,13,SSE,42%,61%,0.0000,"1,010"
Samal City,21/06/2018,18:00,Partly cloudy,29,33,11,SSE,58%,69%,0.1000,"1,011"
Samal City,21/06/2018,21:00,Patchy rain possible,26,30,7,SSE,42%,75%,0.1000,"1,012"
Samal City,22/06/2018,0:00,Partly cloudy,25,29,3,SE,53%,77%,0.1000,"1,012"
Samal City,22/06/2018,3:00,Partly cloudy,27,30,2,NE,16%,79%,0.0000,"1,011"
Samal City,22/06/2018,6:00,Partly cloudy,27,30,3,NNE,20%,77%,0.0000,"1,012"
Samal City,22/06/2018,9:00,Patchy rain possible,30,34,4,ENE,40%,64%,0.0000,"1,012"
Samal City,22/06/2018,12:00,Patchy rain possible,32,37,8,SSE,82%,56%,0.1000,"1,011"
Samal City,22/06/2018,15:00,Patchy rain possible,31,36,13,SSE,88%,60%,0.2000,"1,010"
Samal City,22/06/2018,18:00,Partly cloudy,29,33,14,SSE,67%,68%,0.1000,"1,010"
Samal City,22/06/2018,21:00,Patchy rain possible,28,31,9,SSE,44%,74%,0.0000,"1,012"
Samal City,23/06/2018,0:00,Partly cloudy,27,30,4,SE,59%,76%,0.1000,"1,012"
Samal City,23/06/2018,3:00,Partly cloudy,26,29,2,ENE,26%,79%,0.0000,"1,011"
Samal City,23/06/2018,6:00,Partly cloudy,27,30,3,NE,24%,77%,0.0000,"1,011"
Samal City,23/06/2018,9:00,Partly cloudy,30,33,5,ESE,26%,65%,0.0000,"1,011"
Samal City,23/06/2018,12:00,Partly cloudy,32,35,10,SSE,19%,55%,0.0000,"1,010"
Samal City,23/06/2018,15:00,Partly cloudy,31,35,13,SSE,12%,57%,0.0000,"1,009"
Samal City,23/06/2018,18:00,Partly cloudy,29,33,12,S,11%,67%,0.0000,"1,010"
Samal City,23/06/2018,21:00,Patchy rain possible,27,30,9,S,37%,76%,0.6000,"1,011"
Samal City,24/06/2018,0:00,Partly cloudy,27,30,5,S,61%,81%,1.1000,"1,012"
Samal City,24/06/2018,3:00,Partly cloudy,26,29,3,SW,14%,83%,0.0000,"1,011"
Samal City,24/06/2018,6:00,Partly cloudy,27,31,3,WSW,7%,80%,0.0000,"1,011"
Samal City,24/06/2018,9:00,Partly cloudy,30,34,5,S,7%,65%,0.0000,"1,011"
Samal City,24/06/2018,12:00,Partly cloudy,32,36,9,S,9%,57%,0.0000,"1,010"
Samal City,24/06/2018,15:00,Partly cloudy,31,36,13,S,9%,61%,0.0000,"1,009"
Samal City,24/06/2018,18:00,Partly cloudy,29,33,12,S,11%,71%,0.0000,"1,009"
Samal City,24/06/2018,21:00,Patchy rain possible,27,31,10,S,33%,80%,0.1000,"1,011"
Samal City,25/06/2018,0:00,Partly cloudy,27,31,6,S,53%,83%,0.1000,"1,011"
Samal City,25/06/2018,3:00,Partly cloudy,26,30,3,SW,15%,85%,0.0000,"1,010"
Samal City,25/06/2018,6:00,Partly cloudy,27,31,2,SW,14%,82%,0.0000,"1,011"
Samal City,25/06/2018,9:00,Partly cloudy,30,34,4,SSE,10%,67%,0.0000,"1,011"
Samal City,25/06/2018,12:00,Partly cloudy,31,35,12,SSE,4%,57%,0.0000,"1,010"
Samal City,25/06/2018,15:00,Partly cloudy,31,35,14,SSE,5%,61%,0.0000,"1,008"
Samal City,25/06/2018,18:00,Partly cloudy,29,33,12,S,6%,72%,0.0000,"1,009"
Samal City,25/06/2018,21:00,Patchy rain possible,27,31,9,S,30%,79%,0.0000,"1,010"
Samal City,26/06/2018,0:00,Partly cloudy,27,31,5,S,52%,80%,0.1000,"1,011"
Samal City,26/06/2018,3:00,Partly cloudy,27,30,1,SE,7%,83%,0.0000,"1,010"
Samal City,26/06/2018,6:00,Partly cloudy,28,31,2,ESE,4%,80%,0.0000,"1,010"
Samal City,26/06/2018,9:00,Partly cloudy,30,34,6,SSE,5%,65%,0.0000,"1,011"
Samal City,26/06/2018,12:00,Partly cloudy,31,35,11,SSE,7%,57%,0.0000,"1,010"
Samal City,26/06/2018,15:00,Partly cloudy,31,35,14,SSE,7%,63%,0.0000,"1,009"
Samal City,26/06/2018,18:00,Partly cloudy,29,32,12,S,7%,73%,0.0000,"1,010"
Samal City,26/06/2018,21:00,Patchy rain possible,26,29,9,S,32%,80%,0.1000,"1,011"
Samal City,27/06/2018,0:00,Partly cloudy,24,27,5,WSW,58%,81%,0.1000,"1,012"
Samal City,27/06/2018,3:00,Partly cloudy,27,30,3,SW,6%,83%,0.0000,"1,011"
Samal City,27/06/2018,6:00,Partly cloudy,27,31,4,NNE,8%,80%,0.0000,"1,011"
Samal City,27/06/2018,9:00,Partly cloudy,30,34,4,E,11%,65%,0.0000,"1,011"
Samal City,27/06/2018,12:00,Partly cloudy,32,36,9,SSE,7%,54%,0.0000,"1,010"
Samal City,27/06/2018,15:00,Partly cloudy,31,35,13,S,6%,56%,0.0000,"1,009"
Samal City,27/06/2018,18:00,Partly cloudy,29,33,12,S,7%,67%,0.0000,"1,010"
Samal City,27/06/2018,21:00,Moderate rain at times,28,31,8,S,33%,76%,0.2000,"1,011"
Samal City,28/06/2018,0:00,Partly cloudy,27,31,3,SE,59%,80%,0.3000,"1,011"
Samal City,28/06/2018,3:00,Partly cloudy,26,30,3,N,9%,83%,0.0000,"1,011"
Samal City,28/06/2018,6:00,Partly cloudy,27,31,4,NNE,6%,79%,0.0000,"1,011"
Samal City,28/06/2018,9:00,Partly cloudy,31,35,4,E,6%,64%,0.0000,"1,011"
Samal City,28/06/2018,12:00,Partly cloudy,33,37,8,SSE,8%,54%,0.0000,"1,009"
Samal City,28/06/2018,15:00,Partly cloudy,32,37,13,SSE,7%,57%,0.0000,"1,008"
Samal City,28/06/2018,18:00,Partly cloudy,30,34,13,SSE,9%,67%,0.0000,"1,008"
Samal City,28/06/2018,21:00,Patchy rain possible,28,31,9,SSE,37%,76%,0.4000,"1,010"
Samal City,29/06/2018,0:00,Patchy rain possible,27,31,4,SE,82%,80%,1.0000,"1,010"
Samal City,29/06/2018,3:00,Partly cloudy,27,30,3,NE,50%,82%,0.3000,"1,010"
Samal City,29/06/2018,6:00,Partly cloudy,28,32,4,NE,6%,78%,0.0000,"1,010"
Samal City,29/06/2018,9:00,Partly cloudy,31,36,6,SE,5%,65%,0.0000,"1,010"
Samal City,29/06/2018,12:00,Partly cloudy,32,36,13,SSE,7%,57%,0.0000,"1,008"
Samal City,29/06/2018,15:00,Patchy rain possible,31,36,15,SSE,28%,60%,0.0000,"1,007"
Samal City,29/06/2018,18:00,Partly cloudy,29,33,13,SSE,50%,70%,0.1000,"1,008"
Samal City,29/06/2018,21:00,Patchy rain possible,28,32,7,SSE,34%,77%,0.0000,"1,009"
Samal City,30/06/2018,0:00,Partly cloudy,28,32,2,SW,62%,79%,0.1000,"1,010"
Samal City,30/06/2018,3:00,Partly cloudy,27,31,1,SSW,6%,81%,0.0000,"1,009"
Samal City,30/06/2018,6:00,Partly cloudy,28,32,2,NE,6%,77%,0.0000,"1,009"
Samal City,30/06/2018,9:00,Partly cloudy,31,35,4,SE,7%,63%,0.0000,"1,010"
Samal City,30/06/2018,12:00,Partly cloudy,32,37,10,SSE,8%,56%,0.0000,"1,009"
Samal City,30/06/2018,15:00,Partly cloudy,32,36,14,SSE,9%,59%,0.0000,"1,008"
Samal City,30/06/2018,18:00,Partly cloudy,30,34,12,SSE,12%,68%,0.0000,"1,009"
Samal City,30/06/2018,21:00,Patchy rain possible,28,32,7,S,41%,76%,0.0000,"1,011"
Samal City,01/07/2018,0:00,Partly cloudy,28,31,2,SE,62%,78%,0.1000,"1,011"
Samal City,01/07/2018,3:00,Partly cloudy,27,30,0,NE,10%,80%,0.0000,"1,010"
Samal City,01/07/2018,6:00,Partly cloudy,28,31,1,ENE,14%,76%,0.0000,"1,010"
Samal City,01/07/2018,9:00,Partly cloudy,30,34,5,SE,15%,62%,0.0000,"1,011"
Samal City,01/07/2018,12:00,Partly cloudy,32,35,12,SSE,11%,55%,0.0000,"1,010"
Samal City,01/07/2018,15:00,Partly cloudy,31,35,14,SSE,15%,58%,0.0000,"1,009"
Samal City,01/07/2018,18:00,Partly cloudy,29,33,11,SSE,25%,67%,0.0000,"1,009"
Samal City,01/07/2018,21:00,Partly cloudy,28,31,9,S,30%,74%,0.0000,"1,011"
Samal City,02/07/2018,0:00,Partly cloudy,27,30,5,SW,31%,75%,0.0000,"1,011"
Samal City,02/07/2018,3:00,Partly cloudy,27,30,1,NW,29%,77%,0.0000,"1,010"
Samal City,02/07/2018,6:00,Partly cloudy,27,30,2,WSW,26%,75%,0.0000,"1,010"
Samal City,02/07/2018,9:00,Partly cloudy,30,33,4,E,24%,63%,0.0000,"1,011"
Samal City,02/07/2018,12:00,Partly cloudy,32,36,8,SSE,17%,52%,0.0000,"1,009"
Samal City,02/07/2018,15:00,Partly cloudy,31,35,12,SSE,20%,56%,0.0000,"1,008"
Samal City,02/07/2018,18:00,Partly cloudy,29,33,10,S,28%,64%,0.0000,"1,009"
Samal City,02/07/2018,21:00,Partly cloudy,27,30,6,SSW,38%,71%,0.0000,"1,010"
Samal City,03/07/2018,0:00,Partly cloudy,27,30,4,W,38%,74%,0.0000,"1,010"
Samal City,03/07/2018,3:00,Partly cloudy,26,29,5,N,23%,77%,0.0000,"1,010"
Samal City,03/07/2018,6:00,Partly cloudy,27,30,5,WSW,27%,73%,0.0000,"1,010"
Samal City,03/07/2018,9:00,Partly cloudy,30,34,4,ENE,27%,59%,0.0000,"1,010"
Samal City,03/07/2018,12:00,Patchy rain possible,33,36,7,SE,44%,52%,0.0000,"1,009"
Samal City,03/07/2018,15:00,Partly cloudy,32,37,10,SSE,60%,55%,0.1000,"1,007"
Samal City,03/07/2018,18:00,Partly cloudy,30,34,11,SSE,35%,65%,0.0000,"1,008"
Samal City,03/07/2018,21:00,Moderate or heavy rain shower,28,31,7,SSW,42%,73%,0.8000,"1,009"
Samal City,04/07/2018,0:00,Patchy rain possible,27,30,3,NW,60%,76%,2.4000,"1,009"
Samal City,04/07/2018,3:00,Partly cloudy,27,30,6,NNW,60%,77%,1.5000,"1,009"
Samal City,04/07/2018,6:00,Partly cloudy,27,30,6,NNW,35%,74%,0.0000,"1,009"
Samal City,04/07/2018,9:00,Patchy rain possible,31,34,4,W,58%,61%,0.1000,"1,010"
Samal City,04/07/2018,12:00,Partly cloudy,34,40,3,SSE,60%,52%,0.1000,"1,008"
Samal City,04/07/2018,15:00,Patchy rain possible,34,39,9,S,43%,54%,0.1000,"1,007"
Samal City,04/07/2018,18:00,Moderate or heavy rain shower,30,35,11,SSE,75%,67%,1.2000,"1,008"
Samal City,04/07/2018,21:00,Patchy rain possible,28,32,6,SW,68%,75%,2.0000,"1,009"
Samal City,05/07/2018,0:00,Patchy rain possible,28,31,3,NW,84%,77%,0.2000,"1,009"
Samal City,05/07/2018,3:00,Patchy rain possible,27,30,5,NNW,87%,79%,0.1000,"1,009"
Samal City,05/07/2018,6:00,Partly cloudy,28,31,5,N,65%,75%,0.1000,"1,009"
Samal City,05/07/2018,9:00,Partly cloudy,31,35,4,WNW,29%,61%,0.0000,"1,010"
Samal City,05/07/2018,12:00,Partly cloudy,33,38,7,SSE,27%,55%,0.0000,"1,008"
Samal City,05/07/2018,15:00,Patchy rain possible,31,36,12,SSE,46%,61%,0.1000,"1,008"
Samal City,05/07/2018,18:00,Partly cloudy,29,34,9,SSE,62%,69%,0.1000,"1,008"
Samal City,05/07/2018,21:00,Partly cloudy,28,32,4,SW,36%,74%,0.0000,"1,009"
Samal City,06/07/2018,0:00,Partly cloudy,27,31,3,NNW,47%,76%,0.0000,"1,009"
Samal City,06/07/2018,3:00,Partly cloudy,27,30,5,NNW,42%,77%,0.0000,"1,009"
Samal City,06/07/2018,6:00,Partly cloudy,28,30,4,SW,33%,73%,0.0000,"1,009"
Samal City,06/07/2018,9:00,Partly cloudy,31,35,4,ENE,25%,61%,0.0000,"1,009"
Samal City,06/07/2018,12:00,Partly cloudy,33,39,6,SSE,22%,55%,0.0000,"1,007"
Samal City,06/07/2018,15:00,Patchy rain possible,33,38,11,S,43%,58%,0.2000,"1,006"
Samal City,06/07/2018,18:00,Partly cloudy,30,35,10,S,63%,68%,0.4000,"1,007"
Samal City,06/07/2018,21:00,Patchy rain possible,28,32,5,SW,44%,77%,0.8000,"1,008"
Samal City,07/07/2018,0:00,Partly cloudy,27,31,4,NW,62%,77%,1.7000,"1,009"
Samal City,07/07/2018,3:00,Partly cloudy,27,30,5,NW,21%,77%,0.0000,"1,009"
Samal City,07/07/2018,6:00,Partly cloudy,28,30,3,W,20%,73%,0.0000,"1,009"
Samal City,07/07/2018,9:00,Partly cloudy,30,34,4,S,18%,62%,0.0000,"1,009"
Samal City,07/07/2018,12:00,Partly cloudy,33,39,8,SSE,17%,54%,0.0000,"1,008"
Samal City,07/07/2018,15:00,Patchy rain possible,33,39,10,SSE,40%,56%,0.0000,"1,006"
Samal City,07/07/2018,18:00,Partly cloudy,31,37,9,SSE,58%,65%,0.1000,"1,007"
Samal City,07/07/2018,21:00,Patchy rain possible,29,33,6,SW,36%,74%,0.4000,"1,008"
Samal City,08/07/2018,0:00,Patchy rain possible,28,31,4,NW,78%,75%,1.2000,"1,009"
Samal City,08/07/2018,3:00,Partly cloudy,27,30,6,NNW,55%,76%,0.7000,"1,008"
Samal City,08/07/2018,6:00,Partly cloudy,28,31,3,W,17%,72%,0.0000,"1,008"
Samal City,08/07/2018,9:00,Patchy rain possible,31,35,5,SSE,39%,61%,0.0000,"1,009"
Samal City,08/07/2018,12:00,Partly cloudy,33,38,10,S,65%,56%,0.1000,"1,008"
Samal City,08/07/2018,15:00,Partly cloudy,32,38,12,SSE,21%,58%,0.0000,"1,007"
Samal City,08/07/2018,18:00,Partly cloudy,30,35,12,SSE,24%,67%,0.0000,"1,007"
Samal City,08/07/2018,21:00,Patchy rain possible,29,33,8,S,36%,74%,0.5000,"1,009"
Samal City,09/07/2018,0:00,Patchy rain possible,28,31,5,SW,78%,73%,1.1000,"1,009"
Samal City,09/07/2018,3:00,Partly cloudy,27,30,5,SW,68%,72%,0.4000,"1,008"
Samal City,09/07/2018,6:00,Partly cloudy,28,31,4,SW,29%,69%,0.0000,"1,009"
Samal City,09/07/2018,9:00,Partly cloudy,30,34,7,S,20%,60%,0.0000,"1,009"
Samal City,09/07/2018,12:00,Partly cloudy,32,37,11,SSE,12%,55%,0.0000,"1,007"
Samal City,09/07/2018,15:00,Patchy rain possible,32,37,12,SSE,37%,58%,0.0000,"1,006"
Samal City,09/07/2018,18:00,Patchy rain possible,30,36,10,SSE,74%,69%,0.6000,"1,007"
Samal City,09/07/2018,21:00,Patchy rain possible,29,33,6,S,75%,74%,1.6000,"1,009"
Samal City,10/07/2018,0:00,Moderate or heavy rain shower,28,32,4,SSW,74%,75%,2.2000,"1,009"
Samal City,10/07/2018,3:00,Patchy rain possible,27,30,4,SW,71%,75%,2.4000,"1,009"
Samal City,10/07/2018,6:00,Patchy rain possible,28,31,4,SSW,72%,73%,0.1000,"1,009"
Samal City,10/07/2018,9:00,Partly cloudy,30,34,6,S,57%,64%,0.1000,"1,009"
Samal City,10/07/2018,12:00,Partly cloudy,32,36,11,SSE,17%,60%,0.0000,"1,008"
Samal City,10/07/2018,15:00,Patchy rain possible,31,36,13,SSE,38%,63%,0.1000,"1,007"
Samal City,10/07/2018,18:00,Moderate or heavy rain shower,29,34,11,SSE,83%,72%,1.3000,"1,008"
Samal City,10/07/2018,21:00,Moderate or heavy rain shower,28,32,7,S,85%,78%,3.2000,"1,009"
Samal City,11/07/2018,0:00,Moderate or heavy rain shower,28,32,4,SW,79%,78%,3.0000,"1,009"
Samal City,11/07/2018,3:00,Partly cloudy,27,30,4,WSW,57%,77%,2.3000,"1,009"
Samal City,11/07/2018,6:00,Partly cloudy,28,31,4,WSW,29%,72%,0.0000,"1,009"
Samal City,11/07/2018,9:00,Partly cloudy,30,34,5,SSW,35%,63%,0.0000,"1,009"
Samal City,11/07/2018,12:00,Partly cloudy,31,36,10,SSE,49%,61%,0.0000,"1,008"
