Region,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb)
Panabo City,05/09/2017,15:00,Sunny,33,37,13,S,0%,54%,0.0000,"1,009"
Panabo City,05/09/2017,18:00,Clear,32,33,11,S,0%,67%,0.0000,"1,010"
Panabo City,05/09/2017,21:00,Clear,31,29,6,SSW,0%,79%,0.0000,"1,012"
Panabo City,06/09/2017,0:00,Clear,31,28,1,SSE,0%,83%,0.0000,"1,012"
Panabo City,06/09/2017,3:00,Clear,31,28,2,NNE,0%,85%,0.0000,"1,011"
Panabo City,06/09/2017,6:00,Sunny,33,30,2,E,0%,78%,0.0000,"1,011"
Panabo City,06/09/2017,9:00,Sunny,34,37,3,SSW,0%,56%,0.0000,"1,011"
Panabo City,06/09/2017,12:00,Sunny,35,40,6,S,0%,45%,0.0000,"1,010"
Panabo City,06/09/2017,15:00,Sunny,35,37,12,S,0%,50%,0.0000,"1,009"
Panabo City,06/09/2017,18:00,Clear,33,33,12,S,0%,64%,0.0000,"1,010"
Panabo City,06/09/2017,21:00,Patchy rain possible,31,30,6,SSW,8%,78%,0.3000,"1,011"
Panabo City,07/09/2017,0:00,Clear,30,29,2,SE,16%,83%,0.7000,"1,012"
Panabo City,07/09/2017,3:00,Clear,31,28,3,SE,0%,86%,0.0000,"1,011"
Panabo City,07/09/2017,6:00,Sunny,33,30,3,SW,0%,79%,0.0000,"1,011"
Panabo City,07/09/2017,9:00,Sunny,34,36,3,NE,0%,57%,0.0000,"1,012"
Panabo City,07/09/2017,12:00,Partly cloudy,35,40,6,SSE,15%,45%,0.0000,"1,010"
Panabo City,07/09/2017,15:00,Partly cloudy,35,38,12,S,38%,53%,0.0000,"1,009"
Panabo City,07/09/2017,18:00,Clear,33,33,10,S,17%,68%,0.0000,"1,010"
Panabo City,07/09/2017,21:00,Clear,31,30,5,SSW,0%,80%,0.0000,"1,011"
Panabo City,08/09/2017,0:00,Clear,30,29,2,SSE,0%,83%,0.0000,"1,011"
Panabo City,08/09/2017,3:00,Clear,31,28,2,SE,0%,86%,0.0000,"1,011"
Panabo City,08/09/2017,6:00,Sunny,32,31,2,WNW,0%,79%,0.0000,"1,011"
Panabo City,08/09/2017,9:00,Sunny,33,37,4,S,0%,59%,0.0000,"1,012"
Panabo City,08/09/2017,12:00,Sunny,34,39,9,S,0%,48%,0.0000,"1,010"
Panabo City,08/09/2017,15:00,Sunny,34,37,13,S,0%,53%,0.0000,"1,009"
Panabo City,08/09/2017,18:00,Clear,32,33,12,S,0%,68%,0.0000,"1,009"
Panabo City,08/09/2017,21:00,Clear,31,30,5,S,0%,81%,0.0000,"1,011"
Panabo City,09/09/2017,0:00,Clear,30,29,2,SSE,0%,84%,0.0000,"1,011"
Panabo City,09/09/2017,3:00,Clear,31,28,1,S,0%,86%,0.0000,"1,009"
Panabo City,09/09/2017,6:00,Sunny,32,30,3,S,0%,80%,0.0000,"1,010"
Panabo City,09/09/2017,9:00,Sunny,33,36,9,S,0%,61%,0.0000,"1,010"
Panabo City,09/09/2017,12:00,Sunny,34,39,14,S,0%,51%,0.0000,"1,008"
Panabo City,09/09/2017,15:00,Sunny,34,38,15,S,0%,55%,0.0000,"1,007"
Panabo City,09/09/2017,18:00,Clear,32,33,12,SSE,0%,71%,0.0000,"1,008"
Panabo City,09/09/2017,21:00,Patchy rain possible,31,29,6,SSE,2%,83%,0.4000,"1,009"
Panabo City,10/09/2017,0:00,Patchy rain possible,30,28,2,ESE,7%,84%,0.9000,"1,010"
Panabo City,10/09/2017,3:00,Clear,31,30,2,NE,5%,85%,0.0000,"1,009"
Panabo City,10/09/2017,6:00,Sunny,32,31,2,E,0%,80%,0.0000,"1,009"
Panabo City,10/09/2017,9:00,Sunny,34,37,5,SSE,0%,63%,0.0000,"1,010"
Panabo City,10/09/2017,12:00,Sunny,35,40,10,S,0%,50%,0.0000,"1,009"
Panabo City,10/09/2017,15:00,Sunny,34,38,13,S,0%,54%,0.0000,"1,007"
Panabo City,10/09/2017,18:00,Clear,32,34,10,SSE,0%,67%,0.0000,"1,008"
Panabo City,10/09/2017,21:00,Patchy rain possible,31,31,6,SSE,6%,77%,0.5000,"1,010"
Panabo City,11/09/2017,0:00,Patchy rain possible,30,31,3,S,17%,78%,1.5000,"1,010"
Panabo City,11/09/2017,3:00,Clear,30,30,2,SSE,12%,79%,0.9000,"1,009"
Panabo City,11/09/2017,6:00,Sunny,31,31,4,SSE,0%,74%,0.0000,"1,010"
Panabo City,11/09/2017,9:00,Sunny,33,36,8,S,0%,60%,0.0000,"1,010"
Panabo City,11/09/2017,12:00,Sunny,33,37,12,S,0%,53%,0.0000,"1,008"
Panabo City,11/09/2017,15:00,Sunny,33,36,13,S,0%,55%,0.0000,"1,007"
Panabo City,11/09/2017,18:00,Clear,31,32,12,SSE,0%,69%,0.0000,"1,008"
Panabo City,11/09/2017,21:00,Clear,30,31,9,SSE,0%,76%,0.0000,"1,010"
Panabo City,12/09/2017,0:00,Clear,29,30,7,SSE,0%,77%,0.0000,"1,010"
Panabo City,12/09/2017,3:00,Partly cloudy,30,29,6,SSE,9%,77%,0.0000,"1,010"
Panabo City,12/09/2017,6:00,Partly cloudy,31,31,8,S,34%,73%,0.0000,"1,010"
Panabo City,12/09/2017,9:00,Partly cloudy,32,35,13,S,47%,59%,0.0000,"1,010"
Panabo City,12/09/2017,12:00,Partly cloudy,33,37,17,S,48%,54%,0.0000,"1,009"
Panabo City,12/09/2017,15:00,Partly cloudy,32,36,16,S,49%,58%,0.0000,"1,008"
Panabo City,12/09/2017,18:00,Partly cloudy,31,32,12,S,39%,69%,0.0000,"1,009"
Panabo City,12/09/2017,21:00,Clear,30,29,6,S,19%,79%,0.0000,"1,011"
Panabo City,13/09/2017,0:00,Clear,30,29,2,SSW,0%,81%,0.0000,"1,011"
Panabo City,13/09/2017,3:00,Clear,30,28,1,W,0%,82%,0.0000,"1,010"
Panabo City,13/09/2017,6:00,Sunny,32,30,1,W,0%,75%,0.0000,"1,011"
Panabo City,13/09/2017,9:00,Partly cloudy,33,35,5,SSE,11%,55%,0.0000,"1,011"
Panabo City,13/09/2017,12:00,Partly cloudy,34,37,9,SE,38%,48%,0.0000,"1,010"
Panabo City,13/09/2017,15:00,Partly cloudy,33,35,10,SE,43%,52%,0.0000,"1,009"
Panabo City,13/09/2017,18:00,Partly cloudy,30,31,8,SSE,39%,64%,0.0000,"1,010"
Panabo City,13/09/2017,21:00,Partly cloudy,28,29,4,S,47%,76%,0.0000,"1,011"
Panabo City,14/09/2017,0:00,Partly cloudy,27,28,2,SSE,48%,81%,0.0000,"1,012"
Panabo City,14/09/2017,3:00,Partly cloudy,27,28,2,NE,49%,84%,0.0000,"1,011"
Panabo City,14/09/2017,6:00,Partly cloudy,29,28,3,NE,50%,84%,0.0000,"1,011"
Panabo City,14/09/2017,9:00,Partly cloudy,31,31,4,ENE,48%,71%,0.0000,"1,011"
Panabo City,14/09/2017,12:00,Partly cloudy,32,35,7,SE,48%,52%,0.0000,"1,010"
Panabo City,14/09/2017,15:00,Partly cloudy,32,34,8,SSE,47%,55%,0.0000,"1,009"
Panabo City,14/09/2017,18:00,Partly cloudy,31,31,5,SSE,49%,67%,0.0000,"1,010"
Panabo City,14/09/2017,21:00,Clear,30,29,2,SW,33%,75%,0.0000,"1,011"
Panabo City,15/09/2017,0:00,Clear,29,28,1,SW,0%,78%,0.0000,"1,011"
Panabo City,15/09/2017,3:00,Clear,30,28,3,NNE,0%,82%,0.0000,"1,010"
Panabo City,15/09/2017,6:00,Sunny,32,29,4,NNE,0%,75%,0.0000,"1,011"
Panabo City,15/09/2017,9:00,Sunny,34,36,3,ENE,0%,54%,0.0000,"1,011"
Panabo City,15/09/2017,12:00,Partly cloudy,36,41,4,SSE,10%,46%,0.0000,"1,010"
Panabo City,15/09/2017,15:00,Partly cloudy,35,38,10,S,30%,56%,0.0000,"1,009"
Panabo City,15/09/2017,18:00,Partly cloudy,33,31,10,S,30%,74%,0.0000,"1,010"
Panabo City,15/09/2017,21:00,Clear,31,29,5,SSW,18%,83%,0.0000,"1,011"
Panabo City,16/09/2017,0:00,Clear,30,28,3,SSE,0%,84%,0.0000,"1,011"
Panabo City,16/09/2017,3:00,Clear,30,28,1,SSE,0%,85%,0.0000,"1,011"
Panabo City,16/09/2017,6:00,Sunny,32,29,1,WNW,0%,79%,0.0000,"1,011"
Panabo City,16/09/2017,9:00,Sunny,34,36,4,S,0%,58%,0.0000,"1,011"
Panabo City,16/09/2017,12:00,Sunny,35,40,6,S,0%,44%,0.0000,"1,010"
Panabo City,16/09/2017,15:00,Sunny,35,39,10,S,0%,50%,0.0000,"1,009"
Panabo City,16/09/2017,18:00,Clear,33,34,9,S,0%,65%,0.0000,"1,010"
Panabo City,16/09/2017,21:00,Clear,32,30,3,SSW,0%,77%,0.0000,"1,011"
Panabo City,17/09/2017,0:00,Clear,31,29,2,NW,0%,80%,0.0000,"1,011"
Panabo City,17/09/2017,3:00,Clear,31,28,3,WSW,0%,82%,0.0000,"1,010"
Panabo City,17/09/2017,6:00,Sunny,32,30,3,ENE,0%,74%,0.0000,"1,011"
Panabo City,17/09/2017,9:00,Sunny,33,36,5,S,0%,56%,0.0000,"1,011"
Panabo City,17/09/2017,12:00,Sunny,34,38,10,S,0%,49%,0.0000,"1,010"
Panabo City,17/09/2017,15:00,Partly cloudy,33,37,13,S,9%,54%,0.0000,"1,009"
Panabo City,17/09/2017,18:00,Partly cloudy,32,33,10,SSE,30%,67%,0.0000,"1,010"
Panabo City,17/09/2017,21:00,Moderate or heavy rain shower,30,30,4,S,33%,78%,0.9000,"1,011"
Panabo City,18/09/2017,0:00,Patchy rain possible,29,29,1,SSW,32%,79%,2.4000,"1,011"
Panabo City,18/09/2017,3:00,Partly cloudy,30,29,1,SSW,33%,81%,1.3000,"1,011"
Panabo City,18/09/2017,6:00,Partly cloudy,31,30,2,SSW,35%,76%,0.0000,"1,011"
Panabo City,18/09/2017,9:00,Partly cloudy,32,36,6,SSE,33%,60%,0.0000,"1,012"
Panabo City,18/09/2017,12:00,Sunny,33,37,13,SSE,25%,53%,0.0000,"1,010"
Panabo City,18/09/2017,15:00,Partly cloudy,33,36,14,SSE,9%,59%,0.0000,"1,009"
Panabo City,18/09/2017,18:00,Partly cloudy,31,32,10,SSE,31%,69%,0.0000,"1,010"
Panabo City,18/09/2017,21:00,Partly cloudy,30,30,4,SSE,38%,76%,0.0000,"1,011"
Panabo City,19/09/2017,0:00,Partly cloudy,30,30,2,SSE,33%,79%,0.0000,"1,011"
Panabo City,19/09/2017,3:00,Clear,30,29,3,S,19%,80%,0.0000,"1,010"
Panabo City,19/09/2017,6:00,Sunny,32,31,4,S,0%,75%,0.0000,"1,011"
Panabo City,19/09/2017,9:00,Partly cloudy,33,37,6,SSE,9%,59%,0.0000,"1,011"
Panabo City,19/09/2017,12:00,Partly cloudy,34,39,9,SSE,38%,53%,0.0000,"1,010"
Panabo City,19/09/2017,15:00,Partly cloudy,34,36,8,SSE,52%,61%,0.0000,"1,009"
Panabo City,19/09/2017,18:00,Partly cloudy,32,33,3,SSW,33%,71%,0.0000,"1,010"
Panabo City,19/09/2017,21:00,Partly cloudy,31,30,2,NNW,30%,77%,0.0000,"1,011"
Panabo City,20/09/2017,0:00,Partly cloudy,30,29,2,WSW,38%,78%,0.0000,"1,011"
Panabo City,20/09/2017,3:00,Partly cloudy,31,28,3,N,47%,78%,0.0000,"1,010"
Panabo City,20/09/2017,6:00,Sunny,33,30,4,ESE,31%,72%,0.0000,"1,010"
Panabo City,20/09/2017,9:00,Sunny,35,36,3,NW,0%,55%,0.0000,"1,010"
Panabo City,20/09/2017,12:00,Partly cloudy,36,41,3,SSW,11%,45%,0.0000,"1,009"
Panabo City,20/09/2017,15:00,Partly cloudy,34,39,7,S,38%,51%,0.0000,"1,008"
Panabo City,20/09/2017,18:00,Cloudy,31,34,7,S,59%,68%,0.0000,"1,009"
Panabo City,20/09/2017,21:00,Light rain shower,28,30,3,S,72%,80%,0.4000,"1,010"
Panabo City,21/09/2017,0:00,Partly cloudy,27,29,1,SW,58%,84%,0.7000,"1,010"
Panabo City,21/09/2017,3:00,Partly cloudy,27,28,1,NNW,47%,86%,0.0000,"1,009"
Panabo City,21/09/2017,6:00,Partly cloudy,29,30,2,WSW,30%,79%,0.0000,"1,009"
Panabo City,21/09/2017,9:00,Partly cloudy,30,34,4,NE,39%,62%,0.0000,"1,010"
Panabo City,21/09/2017,12:00,Partly cloudy,31,33,8,SE,55%,61%,0.0000,"1,009"
Panabo City,21/09/2017,15:00,Partly cloudy,30,31,7,SE,56%,73%,0.0000,"1,009"
Panabo City,21/09/2017,18:00,Cloudy,29,29,4,ESE,65%,84%,0.0000,"1,009"
Panabo City,21/09/2017,21:00,Light rain,28,28,2,ENE,81%,88%,0.5000,"1,010"
Panabo City,22/09/2017,0:00,Cloudy,28,27,1,NNE,78%,89%,0.9000,"1,010"
Panabo City,22/09/2017,3:00,Partly cloudy,28,27,2,SE,66%,89%,0.0000,"1,010"
Panabo City,22/09/2017,6:00,Partly cloudy,30,28,3,N,42%,84%,0.0000,"1,011"
Panabo City,22/09/2017,9:00,Partly cloudy,32,33,4,WNW,32%,67%,0.0000,"1,012"
Panabo City,22/09/2017,12:00,Partly cloudy,33,37,6,SSW,47%,51%,0.0000,"1,011"
Panabo City,22/09/2017,15:00,Cloudy,33,36,8,SSW,62%,57%,0.0000,"1,010"
Panabo City,22/09/2017,18:00,Overcast,32,32,5,SSE,78%,69%,0.0000,"1,011"
Panabo City,22/09/2017,21:00,Partly cloudy,30,30,3,ESE,75%,77%,0.0000,"1,013"
Panabo City,23/09/2017,0:00,Partly cloudy,30,29,4,NNE,29%,82%,0.0000,"1,013"
Panabo City,23/09/2017,3:00,Clear,30,28,4,NNE,24%,84%,0.0000,"1,012"
Panabo City,23/09/2017,6:00,Sunny,33,29,5,N,0%,78%,0.0000,"1,013"
Panabo City,23/09/2017,9:00,Sunny,35,35,5,N,0%,59%,0.0000,"1,013"
Panabo City,23/09/2017,12:00,Sunny,36,40,4,NE,0%,45%,0.0000,"1,011"
Panabo City,23/09/2017,15:00,Sunny,35,40,5,SSE,0%,47%,0.0000,"1,010"
Panabo City,23/09/2017,18:00,Clear,33,35,5,SW,0%,65%,0.0000,"1,011"
Panabo City,23/09/2017,21:00,Clear,31,31,1,NNW,0%,78%,0.0000,"1,012"
Panabo City,24/09/2017,0:00,Clear,29,29,5,N,0%,83%,0.0000,"1,012"
Panabo City,24/09/2017,3:00,Clear,30,28,6,N,0%,87%,0.0000,"1,011"
Panabo City,24/09/2017,6:00,Sunny,32,30,8,SW,0%,81%,0.0000,"1,011"
Panabo City,24/09/2017,9:00,Sunny,33,35,9,N,0%,61%,0.0000,"1,011"
Panabo City,24/09/2017,12:00,Sunny,35,40,9,NNE,0%,49%,0.0000,"1,010"
Panabo City,24/09/2017,15:00,Partly cloudy,33,38,8,NE,8%,53%,0.0000,"1,009"
Panabo City,24/09/2017,18:00,Partly cloudy,30,32,6,SE,32%,65%,0.0000,"1,009"
Panabo City,24/09/2017,21:00,Partly cloudy,27,29,4,NNW,46%,75%,0.0000,"1,010"
Panabo City,25/09/2017,0:00,Partly cloudy,24,28,1,SW,41%,77%,0.0000,"1,010"
Panabo City,25/09/2017,3:00,Partly cloudy,25,27,1,NNE,39%,80%,0.0000,"1,010"
Panabo City,25/09/2017,6:00,Cloudy,28,27,3,SE,63%,86%,0.0000,"1,010"
Panabo City,25/09/2017,9:00,Partly cloudy,31,30,5,WNW,67%,76%,0.0000,"1,011"
Panabo City,25/09/2017,12:00,Partly cloudy,33,35,9,S,40%,52%,0.0000,"1,010"
Panabo City,25/09/2017,15:00,Partly cloudy,32,35,13,S,33%,55%,0.0000,"1,009"
Panabo City,25/09/2017,18:00,Partly cloudy,31,31,10,S,39%,66%,0.0000,"1,009"
Panabo City,25/09/2017,21:00,Partly cloudy,30,29,5,S,28%,75%,0.0000,"1,011"
Panabo City,26/09/2017,0:00,Partly cloudy,30,28,3,S,37%,77%,0.0000,"1,011"
Panabo City,26/09/2017,3:00,Clear,30,28,2,S,33%,79%,0.0000,"1,010"
Panabo City,26/09/2017,6:00,Partly cloudy,31,29,3,S,10%,74%,0.0000,"1,011"
Panabo City,26/09/2017,9:00,Partly cloudy,32,34,7,S,30%,57%,0.0000,"1,011"
Panabo City,26/09/2017,12:00,Partly cloudy,33,37,11,SSE,39%,51%,0.0000,"1,010"
Panabo City,26/09/2017,15:00,Partly cloudy,32,35,10,SSE,57%,57%,0.0000,"1,009"
Panabo City,26/09/2017,18:00,Partly cloudy,30,32,6,SE,57%,68%,0.0000,"1,010"
Panabo City,26/09/2017,21:00,Patchy rain possible,29,30,3,SSE,46%,77%,0.7000,"1,012"
Panabo City,27/09/2017,0:00,Patchy rain possible,28,29,1,SE,28%,83%,2.0000,"1,012"
Panabo City,27/09/2017,3:00,Partly cloudy,28,28,2,ENE,36%,84%,1.1000,"1,011"
Panabo City,27/09/2017,6:00,Partly cloudy,29,29,2,ENE,45%,82%,0.0000,"1,012"
Panabo City,27/09/2017,9:00,Partly cloudy,29,32,5,ESE,48%,71%,0.0000,"1,012"
Panabo City,27/09/2017,12:00,Partly cloudy,29,32,9,S,49%,64%,0.0000,"1,011"
Panabo City,27/09/2017,15:00,Partly cloudy,29,31,10,S,47%,64%,0.0000,"1,010"
Panabo City,27/09/2017,18:00,Partly cloudy,29,30,10,S,44%,71%,0.0000,"1,011"
Panabo City,27/09/2017,21:00,Partly cloudy,29,28,8,SSW,40%,80%,0.0000,"1,012"
Panabo City,28/09/2017,0:00,Partly cloudy,29,28,3,SW,30%,83%,0.0000,"1,012"
Panabo City,28/09/2017,3:00,Partly cloudy,29,27,0,WSW,30%,84%,0.0000,"1,011"
Panabo City,28/09/2017,6:00,Partly cloudy,31,28,1,WSW,35%,77%,0.0000,"1,011"
Panabo City,28/09/2017,9:00,Partly cloudy,33,34,1,E,46%,60%,0.0000,"1,012"
Panabo City,28/09/2017,12:00,Partly cloudy,34,38,4,E,47%,47%,0.0000,"1,010"
Panabo City,28/09/2017,15:00,Partly cloudy,34,35,10,SSE,47%,56%,0.0000,"1,009"
Panabo City,28/09/2017,18:00,Partly cloudy,32,31,9,S,42%,71%,0.0000,"1,010"
Panabo City,28/09/2017,21:00,Partly cloudy,31,29,5,S,33%,77%,0.0000,"1,012"
Panabo City,29/09/2017,0:00,Partly cloudy,30,28,3,SE,38%,78%,0.0000,"1,012"
Panabo City,29/09/2017,3:00,Partly cloudy,31,28,2,N,31%,80%,0.0000,"1,011"
Panabo City,29/09/2017,6:00,Partly cloudy,33,29,4,ESE,29%,74%,0.0000,"1,012"
Panabo City,29/09/2017,9:00,Partly cloudy,34,35,5,WSW,27%,57%,0.0000,"1,012"
Panabo City,29/09/2017,12:00,Partly cloudy,36,40,5,ENE,29%,48%,0.0000,"1,011"
Panabo City,29/09/2017,15:00,Partly cloudy,35,38,7,SE,45%,49%,0.0000,"1,010"
Panabo City,29/09/2017,18:00,Overcast,33,32,9,S,75%,67%,0.0000,"1,011"
Panabo City,29/09/2017,21:00,Cloudy,31,29,4,SSW,89%,76%,0.0000,"1,012"
Panabo City,30/09/2017,0:00,Partly cloudy,30,28,3,WSW,60%,78%,0.0000,"1,012"
Panabo City,30/09/2017,3:00,Clear,31,28,2,SW,31%,80%,0.0000,"1,011"
Panabo City,30/09/2017,6:00,Sunny,32,30,2,NE,0%,75%,0.0000,"1,012"
Panabo City,30/09/2017,9:00,Sunny,34,35,2,SSE,0%,56%,0.0000,"1,012"
Panabo City,30/09/2017,12:00,Sunny,35,39,6,S,0%,46%,0.0000,"1,011"
Panabo City,30/09/2017,15:00,Sunny,34,38,10,S,0%,52%,0.0000,"1,010"
Panabo City,30/09/2017,18:00,Partly cloudy,32,33,9,S,10%,65%,0.0000,"1,011"
Panabo City,30/09/2017,21:00,Clear,31,30,4,SSE,20%,75%,0.0000,"1,012"
Panabo City,01/10/2017,0:00,Clear,30,29,1,ENE,0%,80%,0.0000,"1,012"
Panabo City,01/10/2017,3:00,Clear,30,29,2,ESE,0%,83%,0.0000,"1,011"
Panabo City,01/10/2017,6:00,Sunny,31,30,1,NW,0%,79%,0.0000,"1,011"
Panabo City,01/10/2017,9:00,Sunny,33,35,3,SSW,0%,60%,0.0000,"1,011"
Panabo City,01/10/2017,12:00,Sunny,34,38,8,S,0%,49%,0.0000,"1,010"
Panabo City,01/10/2017,15:00,Sunny,33,37,11,S,0%,54%,0.0000,"1,008"
Panabo City,01/10/2017,18:00,Clear,32,33,10,SSW,0%,68%,0.0000,"1,009"
Panabo City,01/10/2017,21:00,Clear,30,30,5,SSW,0%,79%,0.0000,"1,011"
Panabo City,02/10/2017,0:00,Clear,30,29,1,SSE,0%,83%,0.0000,"1,011"
Panabo City,02/10/2017,3:00,Clear,30,28,1,NNE,0%,86%,0.0000,"1,010"
Panabo City,02/10/2017,6:00,Sunny,32,30,1,ENE,0%,78%,0.0000,"1,011"
Panabo City,02/10/2017,9:00,Sunny,33,36,3,SSE,0%,57%,0.0000,"1,011"
Panabo City,02/10/2017,12:00,Sunny,34,38,9,S,0%,47%,0.0000,"1,009"
Panabo City,02/10/2017,15:00,Sunny,34,37,12,S,0%,55%,0.0000,"1,008"
Panabo City,02/10/2017,18:00,Partly cloudy,32,32,11,S,10%,69%,0.0000,"1,009"
Panabo City,02/10/2017,21:00,Partly cloudy,30,30,5,SSW,29%,75%,0.0000,"1,010"
Panabo City,03/10/2017,0:00,Clear,29,29,4,WSW,19%,77%,0.0000,"1,010"
Panabo City,03/10/2017,3:00,Partly cloudy,30,28,2,SW,10%,80%,0.0000,"1,010"
Panabo City,03/10/2017,6:00,Partly cloudy,32,29,3,NNE,34%,76%,0.0000,"1,011"
Panabo City,03/10/2017,9:00,Sunny,34,35,2,E,27%,58%,0.0000,"1,011"
Panabo City,03/10/2017,12:00,Sunny,35,40,5,SSE,0%,47%,0.0000,"1,010"
Panabo City,03/10/2017,15:00,Sunny,35,38,11,S,0%,53%,0.0000,"1,009"
Panabo City,03/10/2017,18:00,Clear,33,34,9,S,0%,67%,0.0000,"1,010"
Panabo City,03/10/2017,21:00,Clear,32,30,4,SSE,0%,77%,0.0000,"1,011"
Panabo City,04/10/2017,0:00,Clear,31,29,1,NE,0%,82%,0.0000,"1,011"
Panabo City,04/10/2017,3:00,Clear,31,29,3,NNE,0%,85%,0.0000,"1,010"
Panabo City,04/10/2017,6:00,Sunny,32,30,3,ESE,0%,78%,0.0000,"1,011"
Panabo City,04/10/2017,9:00,Sunny,34,36,4,WNW,0%,59%,0.0000,"1,011"
Panabo City,04/10/2017,12:00,Sunny,35,39,9,S,0%,48%,0.0000,"1,010"
Panabo City,04/10/2017,15:00,Sunny,34,38,12,S,0%,51%,0.0000,"1,009"
Panabo City,04/10/2017,18:00,Clear,32,34,10,S,0%,66%,0.0000,"1,010"
Panabo City,04/10/2017,21:00,Clear,31,31,6,S,0%,79%,0.0000,"1,011"
Panabo City,05/10/2017,0:00,Clear,30,30,3,SE,0%,84%,0.0000,"1,011"
Panabo City,05/10/2017,3:00,Clear,30,29,2,E,0%,87%,0.0000,"1,010"
Panabo City,05/10/2017,6:00,Sunny,32,31,3,ENE,0%,81%,0.0000,"1,011"
Panabo City,05/10/2017,9:00,Sunny,33,36,6,SSE,0%,61%,0.0000,"1,011"
Panabo City,05/10/2017,12:00,Sunny,34,39,11,S,0%,49%,0.0000,"1,009"
Panabo City,05/10/2017,15:00,Sunny,33,37,14,S,0%,54%,0.0000,"1,008"
Panabo City,05/10/2017,18:00,Clear,32,32,11,SSE,0%,68%,0.0000,"1,009"
Panabo City,05/10/2017,21:00,Clear,31,30,5,SSE,0%,78%,0.0000,"1,010"
Panabo City,06/10/2017,0:00,Partly cloudy,30,29,1,SE,16%,81%,0.0000,"1,010"
Panabo City,06/10/2017,3:00,Partly cloudy,31,29,1,NE,48%,83%,0.0000,"1,009"
Panabo City,06/10/2017,6:00,Partly cloudy,33,30,2,ENE,42%,77%,0.0000,"1,010"
Panabo City,06/10/2017,9:00,Partly cloudy,35,37,3,SSE,29%,58%,0.0000,"1,010"
Panabo City,06/10/2017,12:00,Partly cloudy,36,41,3,SSE,35%,45%,0.0000,"1,009"
Panabo City,06/10/2017,15:00,Partly cloudy,35,38,7,S,52%,53%,0.0000,"1,007"
Panabo City,06/10/2017,18:00,Clear,33,33,6,SE,36%,69%,0.0000,"1,008"
Panabo City,06/10/2017,21:00,Clear,31,30,2,S,0%,77%,0.0000,"1,009"
Panabo City,07/10/2017,0:00,Clear,30,29,3,N,0%,80%,0.0000,"1,009"
Panabo City,07/10/2017,3:00,Clear,31,28,4,WSW,0%,82%,0.0000,"1,008"
Panabo City,07/10/2017,6:00,Sunny,32,30,3,E,0%,75%,0.0000,"1,009"
Panabo City,07/10/2017,9:00,Sunny,33,36,4,SW,0%,57%,0.0000,"1,009"
Panabo City,07/10/2017,12:00,Sunny,34,39,11,S,0%,49%,0.0000,"1,008"
Panabo City,07/10/2017,15:00,Sunny,33,37,13,S,0%,55%,0.0000,"1,006"
Panabo City,07/10/2017,18:00,Clear,32,33,9,S,0%,69%,0.0000,"1,007"
Panabo City,07/10/2017,21:00,Clear,31,31,4,SSE,0%,79%,0.0000,"1,008"
Panabo City,08/10/2017,0:00,Clear,30,30,1,E,0%,81%,0.0000,"1,008"
Panabo City,08/10/2017,3:00,Clear,31,29,1,ENE,0%,82%,0.0000,"1,007"
Panabo City,08/10/2017,6:00,Sunny,32,31,3,ENE,0%,77%,0.0000,"1,008"
Panabo City,08/10/2017,9:00,Sunny,33,37,7,SSE,0%,60%,0.0000,"1,008"
Panabo City,08/10/2017,12:00,Partly cloudy,34,39,12,S,8%,51%,0.0000,"1,007"
Panabo City,08/10/2017,15:00,Partly cloudy,33,37,13,SSE,32%,54%,0.0000,"1,006"
Panabo City,08/10/2017,18:00,Partly cloudy,32,33,10,SSE,42%,67%,0.0000,"1,007"
Panabo City,08/10/2017,21:00,Partly cloudy,31,31,6,S,40%,76%,0.0000,"1,009"
Panabo City,09/10/2017,0:00,Partly cloudy,30,30,5,S,49%,78%,0.0000,"1,009"
Panabo City,09/10/2017,3:00,Partly cloudy,30,30,4,S,51%,81%,0.0000,"1,008"
Panabo City,09/10/2017,6:00,Cloudy,31,31,3,S,58%,77%,0.0000,"1,009"
Panabo City,09/10/2017,9:00,Partly cloudy,32,36,6,SSE,53%,61%,0.0000,"1,009"
Panabo City,09/10/2017,12:00,Sunny,33,37,9,SSE,18%,52%,0.0000,"1,008"
Panabo City,09/10/2017,15:00,Sunny,33,36,8,SSE,0%,57%,0.0000,"1,007"
Panabo City,09/10/2017,18:00,Clear,32,33,6,ESE,0%,69%,0.0000,"1,007"
Panabo City,09/10/2017,21:00,Clear,30,30,4,ESE,0%,78%,0.0000,"1,008"
Panabo City,10/10/2017,0:00,Clear,30,29,5,NNW,0%,83%,0.0000,"1,008"
Panabo City,10/10/2017,3:00,Clear,30,28,5,NNW,0%,86%,0.0000,"1,007"
Panabo City,10/10/2017,6:00,Sunny,33,29,6,SW,0%,80%,0.0000,"1,008"
Panabo City,10/10/2017,9:00,Sunny,35,36,7,N,0%,60%,0.0000,"1,008"
Panabo City,10/10/2017,12:00,Sunny,36,41,4,NE,0%,47%,0.0000,"1,007"
Panabo City,10/10/2017,15:00,Sunny,36,39,5,SSE,0%,46%,0.0000,"1,006"
Panabo City,10/10/2017,18:00,Clear,34,34,8,S,0%,64%,0.0000,"1,006"
Panabo City,10/10/2017,21:00,Partly cloudy,32,31,4,S,10%,75%,0.0000,"1,008"
