date,php-usd-rate,PSE-index-Open,PSE-index-High,PSE-index-Low,PSE-index-Close,PSE-index-Adj Close,PSE-index-Volume
14/06/2018,53.122,7553.799805,7561.439941,7479.569824,7529.540039,7529.540039,272100
15/06/2018,53.122,7553.799805,7561.439941,7479.569824,7529.540039,7529.540039,272100
16/06/2018,53.122,7553.799805,7561.439941,7479.569824,7529.540039,7529.540039,272100
17/06/2018,53.122,7553.799805,7561.439941,7479.569824,7529.540039,7529.540039,272100
18/06/2018,53.313,7403.930176,7414.109863,7328.299805,7414.109863,7414.109863,133400
19/06/2018,53.458,7347.439941,7348.22998,7253.120117,7312.609863,7312.609863,120500
20/06/2018,53.395,7316.290039,7349.740234,7261.009766,7261.620117,7261.620117,112700
21/06/2018,53.389,7262.72998,7271.209961,7092.160156,7098.149902,7098.149902,143000
22/06/2018,53.419,7092.040039,7132.709961,6923.669922,7063.200195,7063.200195,170000
23/06/2018,53.419,7092.040039,7132.709961,6923.669922,7063.200195,7063.200195,170000
24/06/2018,53.419,7092.040039,7132.709961,6923.669922,7063.200195,7063.200195,170000
25/06/2018,53.349,7240.060059,7240.060059,6986.879883,6986.879883,6986.879883,118100
26/06/2018,53.405,7014.049805,7021.259766,6929.859863,7007.209961,7007.209961,111900
27/06/2018,53.421,6997.990234,7176.430176,6984.140137,7176.430176,7176.430176,119600
28/06/2018,53.4823,7128.509766,7128.509766,7055.629883,7066.569824,7066.569824,90200
29/06/2018,53.522,7061.47998,7193.680176,7061.47998,7193.680176,7193.680176,132400
30/06/2018,53.522,7061.47998,7193.680176,7061.47998,7193.680176,7193.680176,132400
01/07/2018,53.522,7061.47998,7193.680176,7061.47998,7193.680176,7193.680176,132400
02/07/2018,53.404,7184.620117,7261.290039,7160.830078,7227.959961,7227.959961,100900
03/07/2018,53.39,7223.040039,7267.339844,7194.549805,7267.339844,7267.339844,68200
04/07/2018,53.432,7272.029785,7348.419922,7227.290039,7348.419922,7348.419922,99100
05/07/2018,53.343,7306.009766,7306.009766,7225.069824,7233.569824,7233.569824,94400
06/07/2018,53.41,7225.950195,7225.950195,7143.569824,7186.709961,7186.709961,69000
07/07/2018,53.41,7225.950195,7225.950195,7143.569824,7186.709961,7186.709961,69000
08/07/2018,53.41,7225.950195,7225.950195,7143.569824,7186.709961,7186.709961,69000
09/07/2018,53.412,7196.830078,7214.569824,7162.640137,7186.620117,7186.620117,71400
10/07/2018,53.359,7218.25,7233.290039,7192.580078,7233.290039,7233.290039,75400
11/07/2018,53.464,7245.72998,7333.72998,7239.109863,7333.72998,7333.72998,76200
12/07/2018,53.516,7328.040039,7370.459961,7307.600098,7350.580078,7350.580078,91000
13/07/2018,53.524,7372.47998,7405.419922,7366.5,7399.180176,7399.180176,74000
14/07/2018,53.524,7372.47998,7405.419922,7366.5,7399.180176,7399.180176,74000
15/07/2018,53.524,7372.47998,7405.419922,7366.5,7399.180176,7399.180176,74000
16/07/2018,53.47,7388.97998,7390,7334.879883,7369.439941,7369.439941,47300
17/07/2018,53.522,7375.100098,7385.950195,7346.779785,7381.680176,7381.680176,51300
18/07/2018,53.466,7381.740234,7451.370117,7379.970215,7451.370117,7451.370117,59200
19/07/2018,53.469,7443.939941,7459.140137,7365.689941,7387.870117,7387.870117,69600
20/07/2018,53.52,7390.569824,7411.450195,7327.350098,7399.609863,7399.609863,87400
21/07/2018,53.52,7390.569824,7411.450195,7327.350098,7399.609863,7399.609863,87400
22/07/2018,53.52,7390.569824,7411.450195,7327.350098,7399.609863,7399.609863,87400
23/07/2018,53.515,7388.5,7408.160156,7368.52002,7376.799805,7376.799805,84700
24/07/2018,53.446,7362.97998,7447.02002,7362.97998,7447.02002,7447.02002,89500
25/07/2018,53.493,7438.850098,7620.390137,7438.850098,7514,7514,149100
26/07/2018,53.381,7557.859863,7665.850098,7557.859863,7665.850098,7665.850098,160600
27/07/2018,53.354,7661.660156,7701.379883,7586.339844,7701.379883,7701.379883,132900
28/07/2018,53.354,7661.660156,7701.379883,7586.339844,7701.379883,7701.379883,132900
29/07/2018,53.354,7661.660156,7701.379883,7586.339844,7701.379883,7701.379883,132900
30/07/2018,53.371,7693.450195,7773.319824,7683.100098,7773.319824,7773.319824,96200
31/07/2018,53.263,7730.089844,7742.850098,7623.77002,7672,7672,153400
01/08/2018,53.16,7664.990234,7838.220215,7655.299805,7838.220215,7838.220215,137400
02/08/2018,53.115,7824.52002,7824.52002,7746.089844,7759.549805,7759.549805,92600
03/08/2018,53.008,7763.490234,7819.390137,7709.859863,7819.390137,7819.390137,99500
04/08/2018,53.008,7763.490234,7819.390137,7709.859863,7819.390137,7819.390137,99500
05/08/2018,53.008,7763.490234,7819.390137,7709.859863,7819.390137,7819.390137,99500
06/08/2018,53.146,7809.379883,7843.589844,7784.049805,7817.310059,7817.310059,79000
07/08/2018,53.04,7813.379883,7814.890137,7725.850098,7725.850098,7725.850098,85000
08/08/2018,52.922,7737.490234,7851.459961,7737.490234,7851.459961,7851.459961,126600
09/08/2018,53.025,7856.700195,7879.27002,7751.419922,7820.709961,7820.709961,143900
10/08/2018,53.107,7804.02002,7840.629883,7781.819824,7804.97998,7804.97998,98300
11/08/2018,53.107,7804.02002,7840.629883,7781.819824,7804.97998,7804.97998,98300
12/08/2018,53.107,7804.02002,7840.629883,7781.819824,7804.97998,7804.97998,98300
13/08/2018,53.136,7782.109863,7782.109863,7634.600098,7635.27002,7635.27002,78500
14/08/2018,53.307,7623.109863,7623.109863,7508.830078,7527.779785,7527.779785,77300
15/08/2018,53.451,7520.990234,7566.620117,7513.439941,7540.919922,7540.919922,54400
16/08/2018,53.499,7534.569824,7541.919922,7478.939941,7517.359863,7517.359863,75700
17/08/2018,53.443,7529.959961,7617.490234,7529.959961,7583.52002,7583.52002,94500
18/08/2018,53.443,7529.959961,7617.490234,7529.959961,7583.52002,7583.52002,94500
19/08/2018,53.443,7529.959961,7617.490234,7529.959961,7583.52002,7583.52002,94500
20/08/2018,53.414,7592.169922,7606.810059,7500.529785,7500.529785,7500.529785,43600
21/08/2018,53.414,7592.169922,7606.810059,7500.529785,7500.529785,7500.529785,43600
22/08/2018,53.386,7551.649902,7632.259766,7529.640137,7632.259766,7632.259766,73400
23/08/2018,53.395,7623.77002,7804.029785,7623.77002,7804.029785,7804.029785,121500
24/08/2018,53.488,7775.52002,7783.290039,7718.169922,7766.470215,7766.470215,131000
25/08/2018,53.488,7775.52002,7783.290039,7718.169922,7766.470215,7766.470215,131000
26/08/2018,53.488,7775.52002,7783.290039,7718.169922,7766.470215,7766.470215,131000
27/08/2018,53.488,7775.52002,7783.290039,7718.169922,7766.470215,7766.470215,131000
28/08/2018,53.495,7769.810059,7861.600098,7769.810059,7844.609863,7844.609863,123400
29/08/2018,53.362,7803.040039,7831.339844,7773.069824,7830.959961,7830.959961,159700
30/08/2018,53.411,7818.27002,7875.160156,7818.27002,7853.160156,7853.160156,151000
31/08/2018,53.434,7838.060059,7855.709961,7776.850098,7855.709961,7855.709961,174700
